URL,U ID,Public,Derived View,Parent UID,Domain,Type,Name,Description,Visits,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Owner,Contact Email,License,Publication Stage,Published Version Name,Published Version UID,data_provided_by,Additional Attribution Statement,Author Name,Licence URL,routing_approval,api_endpoint,ODI Certificate,Publication Date,Documentation,Additional Licence Information,Update Frequency,Re-user Guidelines,source_link,owner_uid,provenance
https://data.bathhacked.org/d/nzs8-jq2s,nzs8-jq2s,true,false,,data.bathhacked.org,dataset,Buy With Confidence Members,Buy with confidence is a scheme run by Local Authorities which provides consumers with a list of local businesses which have given their commitment to trading fairly. Every business listed has undergone a series of detailed checks before being approved as a member of the scheme.,309,11/06/2014 04:22:00 PM +0000,11/06/2014 04:22:00 PM +0000,Economy,"business,trading standards",139,Jon Poole,,,published,,,,"This file contains information published by Bath and North East Somerset under the Open Government License, Last Updated September 2014",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/nzs8-jq2s.json,,,,UK Open Government Licence V2.0,Other,,,gsz7-kffz,official
https://data.bathhacked.org/d/drf5-sdtn,drf5-sdtn,true,false,,data.bathhacked.org,dataset,INSPIRE Tree Preservation Orders,"A Tree Preservation Order is an order made by a local planning authority (LPA ) to protect specific trees, groups of trees or woodlands when it is deemed to be expedient in the interests of amenity. An Order prohibits the cutting down; topping; lopping; uprooting; wilful damage or wilful destruction of trees without the local planning authority's written consent.",143,02/08/2016 10:47:00 PM +0000,02/08/2016 10:47:00 PM +0000,Environment,,29,Dave,,,published,,,Bath and North East Somerset,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/inspire-licence.html,,,,https://data.bathhacked.org/resource/drf5-sdtn.json,,,,,Daily,Licensed under “Public Sector End User Licence - INSPIRE http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/inspire-licence.html”. ,https://data.gov.uk/dataset/tree-preservation-orders-tpos1,78hi-gya6,official
https://data.bathhacked.org/d/t5sn-f4vu,t5sn-f4vu,true,false,,data.bathhacked.org,gis map,Location of Allotments in Bath,"Contains the location of all allotment sites in the BANES area. The Council is responsible for 23 sites in Bath. Outside the city of Bath responsibility for allotments remains with other local bodies, such as Parish Councils. If you live outside the city of Bath, please contact the Parish Council directly. Please be aware that priority is given to people living within the parish or close by.",129,06/28/2014 02:44:00 PM +0000,08/22/2016 08:21:00 PM +0000,Environment,"allotments,poi",22,Leigh Dodds,allotments@bathnes.gov.uk,,published,,,Bath and North East Somerset Council,"Contains information released by permission of Bath and North East Somerset Council, licensed under the Open Government Licence v2.0",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/t5sn-f4vu.json,,,,UK Open Government Licence V2.0,On change,,http://www.bathnes.gov.uk/services/sport-leisure-and-parks/allotments,22aw-9kr4,official
https://data.bathhacked.org/d/w8qm-aug5,w8qm-aug5,true,false,,data.bathhacked.org,dataset,Polling Station Review 2014,,103,12/11/2014 04:58:00 PM +0000,12/11/2014 04:58:00 PM +0000,,,66,Jon Poole,,,published,,,,Data provided by Bath and North East Somerset Council under the Open Government License 2.0,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/w8qm-aug5.json,,,,UK Open Government Licence V2.0,,Please also include reference to review consultation pages - http://www.bathnes.gov.uk/consultations/review-polling-districts-and-polling-places-2014,,gsz7-kffz,official
https://data.bathhacked.org/d/9pbb-yhk9,9pbb-yhk9,true,false,,data.bathhacked.org,file,Bath 1852,A map of Bath created in1852 by J H Cotterell,242,10/22/2014 06:23:00 PM +0000,10/29/2014 10:12:00 AM +0000,Heritage,"maps,history",253,Leigh Dodds,,,published,,,Bath and North East Somerset Council,"Contains information released by permission of Bath and North East Somerset Council, Bath Records Office, http://www.batharchives.co.uk/, licensed under the Open Government Licence v2.0",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/9pbb-yhk9.json,,,,UK Open Government Licence V2.0,Never,,,22aw-9kr4,official
https://data.bathhacked.org/d/xx7h-ws64,xx7h-ws64,true,false,,data.bathhacked.org,dataset,Supermarkets in BANES,Rooftop locations & addresses of BANES supermarkets.,114,06/09/2015 01:51:00 PM +0000,06/09/2015 02:00:00 PM +0000,Economy,"geo,economy,supermarket",72,Mark Owen,,UK Open Government Licence v3,published,,,GeoLytix LLP,Supermarket Locations © GeoLytix copyright and database right 2014 Contains Ordnance Survey data © Crown copyright and database right 2014 Contains Royal Mail data © Royal Mail copyright and database right 2014 Contains National Statistics data © Crown copyright and database right 2014,,,,https://data.bathhacked.org/resource/xx7h-ws64.json,,,,,On change,See attached PDF for licencing terms,http://geolytix.co.uk/geodata/,kii3-un88,official
https://data.bathhacked.org/d/b3n2-hni4,b3n2-hni4,true,false,,data.bathhacked.org,dataset,BANES Zoo Licences,"To run a zoo you need a licence from the local authority.  Unless a shorter period is specifically stated, all licences will be granted for one year and renewed annually.",86,10/17/2014 01:21:00 PM +0000,07/13/2019 08:02:00 PM +0000,Government and Society,"zoos,licensing",89,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/b3n2-hni4.json,,,,UK Open Government Licence V2.0,Daily,,http://isharemaps.bathnes.gov.uk/projects/bathnes/licensing/default.aspx?pageno=1&pagerecs=10&maxrecords=100&template=LicensingResults.tmplt&requestType=parseTemplate&usesearch=true&order=RECPTD%3ADESCENDING&LICNTYPE%3ASRCH=ZOO&LICASETYPE%3ASRCH=&LISTAT%3ASRCH=&WARD%3ASRCH=&RECPTD%3AFROM%3ADATE=&ISSUED%3AFROM%3ADATE=&q%3ALIKE=&backurl=http%3A%2F%2Fisharemaps.bathnes.gov.uk%2Fprojects%2Fbathnes%2Flicensing%2Fdefault.aspx%3Frequesttype%3Dparsetemplate%26template%3DLicensingSearchAdvanced.tmplt,78hi-gya6,official
https://data.bathhacked.org/d/g3ac-8dvu,g3ac-8dvu,true,false,,data.bathhacked.org,href,BANES Assets of Community Value,Register of assets as required by The Localism Act 2011,9,11/17/2017 12:51:00 PM +0000,11/17/2017 12:51:00 PM +0000,Heritage,"regsiter,assets,community,buildings",0,Mark Owen,,UK Open Government Licence v3,published,,,Bath & North East Somerset Council,,,,,https://data.bathhacked.org/resource/g3ac-8dvu.json,,,,,On change,,http://www.bathnes.gov.uk/services/neighbourhoods-and-community-safety/localism-and-community-planning/new-community-rights/as,kii3-un88,official
https://data.bathhacked.org/d/f7ae-gyaj,f7ae-gyaj,true,false,,data.bathhacked.org,dataset,Eat Out Eat Well,"The Eat Out Eat Well Award has been developed to reward food outlets that provide their customers with healthier choices. It has three levels – Bronze, Silver, and Gold, and is symbolised by an apple logo in the shape of a heart. The level of award is based on a scoring system that takes into account the type of food on offer, cooking methods, and how you promote healthy choices to your customers. The higher the score the higher the level of award. To obtain a Gold Award, key members of your staff will additionally need to undertake accredited training in nutrition.",118,08/19/2015 06:52:00 PM +0000,08/19/2015 06:52:00 PM +0000,Environment,"food,nutrition",95,Leigh Dodds,,UK Open Government Licence v3,published,,,Bath & North East Somerset Council,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/f7ae-gyaj.json,,,,UK Open Government Licence V2.0,On change,,http://www.bathnes.gov.uk/services/environment/food-safety/eat-out-eat-well/award-holders,22aw-9kr4,official
https://data.bathhacked.org/d/8gsz-nvqy,8gsz-nvqy,true,false,,data.bathhacked.org,href,Waste and Recycling Centres,KML file showing location of waste and recycling centres in BANES.,101,10/15/2014 08:09:00 PM +0000,10/15/2014 08:10:00 PM +0000,Environment,"geography,rubbish,waste,recycling",39,Richard Speigal,research@bathnes.gov.uk,,published,,,Bath & North East Somerset Council,,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/8gsz-nvqy.json,,,,Ordnance Survey Open Data Licence,On change,,,3h94-3tka,official
https://data.bathhacked.org/d/msiv-d96h,msiv-d96h,true,false,,data.bathhacked.org,dataset,River Rescue Cabinets,"Identifiers and locations for the river rescue cabinets installed between Windsor Bridge and Pulteney Bridge in Bath.

When using this dataset please add information about safe use of the cabinets. Read more at http://www.bathnes.gov.uk/services/environment/river-safety/river-rescue-cabinets",74,10/25/2015 03:28:00 PM +0000,10/27/2015 03:08:00 PM +0000,Health,"river,safety,poi",61,Leigh Dodds,,UK Open Government Licence v3,published,,,Bath & North East Somerset Council,,,,,https://data.bathhacked.org/resource/msiv-d96h.json,,,,,On change,http://www.bathnes.gov.uk/services/environment/river-safety/river-rescue-cabinets,,22aw-9kr4,official
https://data.bathhacked.org/d/wac9-k33b,wac9-k33b,true,false,,data.bathhacked.org,dataset,category_tiles,Template Dataset: category_tiles,86,10/16/2014 08:16:00 PM +0000,02/18/2015 07:52:00 PM +0000,,,57,Dylan Bussone,,,published,,,,,,,,https://data.bathhacked.org/resource/wac9-k33b.json,,,,,,,,5zgu-cep7,official
https://data.bathhacked.org/d/6jcj-65cb,6jcj-65cb,true,false,,data.bathhacked.org,file,Bath 1942 Air Raid Damage,Map of 1942 showing areas of bomb damage from 1942 air raids,86,10/22/2014 07:04:00 PM +0000,10/29/2014 10:12:00 AM +0000,Heritage,maps. history,175,Leigh Dodds,,,published,,,Bath and North East Somerset Council,"Contains information released by permission of Bath and North East Somerset Council, Bath Records Office, http://www.batharchives.co.uk/, licensed under the Open Government Licence v2.0",,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/6jcj-65cb.json,,,,UK Open Government Licence V2.0,Never,,,22aw-9kr4,official
https://data.bathhacked.org/d/es2d-6f7q,es2d-6f7q,true,false,,data.bathhacked.org,file,Bath 1891,A public domain map of central Bath from 1891,84,10/22/2014 06:41:00 PM +0000,10/29/2014 10:12:00 AM +0000,Heritage,"maps,history",184,Leigh Dodds,,Public Domain,published,,,British Library,,,,,https://data.bathhacked.org/resource/es2d-6f7q.json,,,,,Never,,https://www.flickr.com/photos/britishlibrary/11210061163,22aw-9kr4,official
https://data.bathhacked.org/d/dyx9-ytmt,dyx9-ytmt,false,false,,data.bathhacked.org,dataset,Guildhall Air Quality,,47,07/03/2014 09:48:00 AM +0000,07/03/2014 09:48:00 AM +0000,Environment,air quality,0,Leigh Dodds,,,published,,,Bath and North East Somerset Council,,,,,https://data.bathhacked.org/resource/dyx9-ytmt.json,,Published every 15 minutes,,Open Government Licence,Real time,,,22aw-9kr4,official
https://data.bathhacked.org/d/hee8-tan2,hee8-tan2,true,false,,data.bathhacked.org,dataset,BANES Subset Of English Heritage Scheduled Monuments Points,"List of scheduled monuments found in BANES. Includes name, listing date & location",72,10/12/2014 01:34:00 PM +0000,10/12/2014 01:35:00 PM +0000,Heritage,"heritage,locations,points,geography",74,Mark Owen,,,published,,,English Heritage,© English Heritage [year]. Contains Ordnance Survey data © Crown copyright and database right [year] The English Heritage GIS Data contained in this material was obtained on [date].  The most publicly available up to date English Heritage GIS Data can be obtained from http://www.english-heritage.org.uk.,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/hee8-tan2.json,,,,Ordnance Survey Open Data Licence,On change,See attached terms of use license,http://www.english-heritage.org.uk/professional/protection/process/spatial-data/,kii3-un88,official
https://data.bathhacked.org/d/w4ej-p86a,w4ej-p86a,true,false,,data.bathhacked.org,dataset,BANES Gambling Premises Licences,"A Premises Licence, issued under the Gambling Act 2005 (the Act), is required for any premises where it is intended to provide gambling facilities.  These are listed here, with licence details.",79,10/18/2014 06:22:00 PM +0000,07/13/2019 08:03:00 PM +0000,Government and Society,"gambling,licences",86,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/w4ej-p86a.json,,,,UK Open Government Licence V2.0,Daily,,http://isharemaps.bathnes.gov.uk/projects/bathnes/licensing/default.aspx?pageno=1&pagerecs=10&maxrecords=100&template=LicensingResults.tmplt&requestType=parseTemplate&usesearch=true&order=RECPTD%3ADESCENDING&LICNTYPE%3ASRCH=GAPREM&LICASETYPE%3ASRCH=&LISTAT%3ASRCH=&WARD%3ASRCH=&RECPTD%3AFROM%3ADATE=&ISSUED%3AFROM%3ADATE,78hi-gya6,official
https://data.bathhacked.org/d/k2rf-jspk,k2rf-jspk,true,false,,data.bathhacked.org,href,Green Belt,Boundary file for designated green belt land in BANES.,78,10/16/2014 08:02:00 PM +0000,10/16/2014 08:05:00 PM +0000,Environment,geography,20,Richard Speigal,research@bathnes.gov.uk,,published,,,Bath & North East Somerset Council,Bath and North East Somerset Council Data released under the OS INSPIRE license http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/inspire-licence.html © Crown copyright and database right. All rights reserved.,,,,https://data.bathhacked.org/resource/k2rf-jspk.json,,,,,On change,,,3h94-3tka,official
https://data.bathhacked.org/d/ck3k-yjt9,ck3k-yjt9,true,false,,data.bathhacked.org,dataset,Location of BANES defibrillators at 21/06/2016,"PLEASE DO NOT RELY ON THE ACCURACY OR CURRENCY OF DEFIBRILLATOR STATUS OR LOCATION.

Data are provided for information purposes only.

These data were provided by B&NES Council in June 2016. Responsibility for defibrillator maintenance has now been passed to another organisation.",14,12/21/2016 12:12:00 PM +0000,12/21/2016 12:12:00 PM +0000,Health,,25,Mark Owen,,UK Open Government Licence v3,published,,,Bath & North East Somerset Council,,,,,https://data.bathhacked.org/resource/ck3k-yjt9.json,,,,,Never,When distributing these data please ensure that end users are aware that the data may be inaccurate.,,kii3-un88,official
https://data.bathhacked.org/d/nfi7-juk3,nfi7-juk3,true,false,,data.bathhacked.org,dataset,BANES Animal Boarding Licences,"Animal Boarding Establishment Licences.  To run a boarding kennel or cattery you need a licence from the local authority.  The number of dogs and cats that may be accommodated will be specified on the licence, along with other specific conditions.",108,10/17/2014 01:36:00 PM +0000,10/17/2014 01:37:00 PM +0000,Government and Society,,208,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/nfi7-juk3.json,,,,UK Open Government Licence V2.0,Daily,,http://isharemaps.bathnes.gov.uk/projects/bathnes/licensing/default.aspx?pageno=1&pagerecs=10&maxrecords=100&template=LicensingResults.tmplt&requestType=parseTemplate&usesearch=true&order=RECPTD%3ADESCENDING&LICNTYPE%3ASRCH=ANBD&LICASETYPE%3ASRCH=&LISTAT%3ASRCH=&WARD%3ASRCH=&RECPTD%3AFROM%3ADATE=&ISSUED%3AFROM%3ADATE=&q%3ALIKE=&backurl=http%3A%2F%2Fisharemaps.bathnes.gov.uk%2Fprojects%2Fbathnes%2Flicensing%2Fdefault.aspx%3Frequesttype%3Dparsetemplate%26template%3DLicensingSearchAdvanced.tmplt,78hi-gya6,official
https://data.bathhacked.org/d/uau9-ufy3,uau9-ufy3,true,false,,data.bathhacked.org,dataset,Public Art Catalogue,"Catalogue of Public Art in the Bath and North East Somerset area. Covers art forms from sculpture to mosaic, painting to photography, church art to murals made after 1945. Having enjoyed the information and photos presented here we hope you will be inspired to see the pieces in-situ.",158,02/17/2016 05:50:00 PM +0000,07/13/2019 08:13:00 PM +0000,Heritage,art,226,Dave,,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/uau9-ufy3.json,,,,UK Open Government Licence V2.0,Daily,,http://www.bathnes.gov.uk/publicartcatalogue,78hi-gya6,official
https://data.bathhacked.org/d/98iw-iacg,98iw-iacg,true,false,,data.bathhacked.org,href,Village Greens,Areas with long standing recreational use of land by the local inhabitants can be protected by the courts. (KML boundaries file),69,10/15/2014 07:24:00 PM +0000,10/15/2014 07:35:00 PM +0000,Environment,"geography,village,greens,recreation,planning",17,Richard Speigal,research@bathnes.gov.uk,,published,,,Bath & North East Somerset Council,,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/98iw-iacg.json,,,,Ordnance Survey Open Data Licence,On change,,http://www.bathnes.gov.uk/sites/default/files/siteimages/Your-Council/Local-Research-Statistics/commonland_villagegreens.kml,3h94-3tka,official
https://data.bathhacked.org/d/5f39-xnn2,5f39-xnn2,true,false,,data.bathhacked.org,gis map,Avon & Somerset Police Force Boundary,Shows the extents of the Avon & Somerset Police services.,90,08/19/2014 07:37:00 AM +0000,08/22/2016 08:21:00 PM +0000,Government and Society,"crime,police",17,jackmcconnell,,Public Domain,published,,,Police.uk,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/5f39-xnn2.json,,,,Open Government License V2.0,,,http://data.police.uk,6a3v-3vgw,official
https://data.bathhacked.org/d/hjch-exm2,hjch-exm2,true,false,,data.bathhacked.org,href,BANES boundary,Boundary file for Bath and North East Somerset,232,10/15/2014 09:06:00 PM +0000,10/15/2014 09:07:00 PM +0000,Government and Society,geography,27,Richard Speigal,research@bathnes.gov.uk,,published,,,,,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/hjch-exm2.json,,,,Ordnance Survey Open Data Licence,On change,,,3h94-3tka,official
https://data.bathhacked.org/d/mwgs-5cpi,mwgs-5cpi,true,false,,data.bathhacked.org,dataset,BANES Live Highways VMS,Variable message signs shown on highways.,118,08/19/2015 10:34:00 AM +0000,07/17/2019 03:15:00 PM +0000,Transport,"vms,highways,roads",1053,Dave,,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/mwgs-5cpi.json,,,,UK Open Government Licence V2.0,Real time,,http://www.bathnes.gov.uk,78hi-gya6,official
https://data.bathhacked.org/d/mg9i-uwfh,mg9i-uwfh,true,false,,data.bathhacked.org,file,Bath 1795,"A public domain map of Bath produced in 1795 by C Harcourt Masters, an important English architect and surveyor",82,10/22/2014 06:12:00 PM +0000,10/29/2014 10:12:00 AM +0000,Heritage,"maps,history",193,Leigh Dodds,,Public Domain,published,,,British Library,,,,,https://data.bathhacked.org/resource/mg9i-uwfh.json,,,,,Never,,http://www.bl.uk/collection-items/plan-of-the-city-of-bath,22aw-9kr4,official
https://data.bathhacked.org/d/vq39-u2gf,vq39-u2gf,true,false,,data.bathhacked.org,gis map,Public Rights of Way - North East Somerset,"This information has not been fully checked for accuracy. "" The data does not constitute a legal record of public rights of way or common land and must not therefore be relied upon as such.  If you have any queries please contact Bath and North East Somerset Council’s Public Rights of way Team on 01225 477532.",77,06/28/2014 04:26:00 PM +0000,08/22/2016 08:19:00 PM +0000,Transport,geography,44,Leigh Dodds,,,published,,,Bath and North East Somerset Council,Contains Ordnance Survey data © Crown copyright and database right 2014,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/vq39-u2gf.json,,,,Ordnance Survey Open Data Licence,On change,,,22aw-9kr4,official
https://data.bathhacked.org/d/4qqz-c7q4,4qqz-c7q4,true,false,,data.bathhacked.org,file,Bath 1818,"A public domain map of Bath from 1818. ""A new and correct plan of the city of Bath, reduced from a recent survey""",74,10/22/2014 06:15:00 PM +0000,10/29/2014 10:12:00 AM +0000,Heritage,"maps,history",190,Leigh Dodds,,Public Domain,published,,,British Library,,,,,https://data.bathhacked.org/resource/4qqz-c7q4.json,,,,,Never,,https://www.flickr.com/photos/britishlibrary/11005585513,22aw-9kr4,official
https://data.bathhacked.org/d/hmiz-cn44,hmiz-cn44,true,false,,data.bathhacked.org,dataset,Library Visitors All Libraries 2013 14,"Aggregate monthly visitor numbers for Bath and North East Somerset Libraries for 2013/14 financial year. 

Blank fields indicate no data provided.",86,10/10/2014 07:22:00 AM +0000,10/10/2014 07:22:00 AM +0000,Government and Society,libraries,93,Jon Poole,,,published,,,Bath and North East Somerset Council,Data provided by Bath and North East Somerset Council under the Open Government License V2.0,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/hmiz-cn44.json,,,,UK Open Government Licence V2.0,Never,,,gsz7-kffz,official
https://data.bathhacked.org/d/5q59-96dy,5q59-96dy,true,false,,data.bathhacked.org,dataset,INSPIRE Air Quality Monitoring Stations,Continuous air pollution monitoring stations within Bath & North East Somerset area. These sites provide hourly monitoring data for nitrogen dioxide or particulate matter for comparison with the Government's air quality objectives.,50,01/18/2016 09:12:00 PM +0000,01/18/2016 09:12:00 PM +0000,Environment,,61,Dave,,,published,,,Bath and North East Somerset Council, Licensed under Public Sector End User Licence - INSPIRE http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/inspire-licence.html,,,,https://data.bathhacked.org/resource/5q59-96dy.json,,,,,Daily,,https://data.gov.uk/dataset/air-quality-monitoring-stations6,78hi-gya6,official
https://data.bathhacked.org/d/6f5r-fnxp,6f5r-fnxp,true,false,,data.bathhacked.org,dataset,Moorland Road Occupancy 1890 to 1970,"A list of trades and occupations in all the shops and houses along Moorland Road. The data is taken from Post Office directories in snapshots from 1890 and then in stages by decade thereafter up to 1970. In the early stages of the study, occupations are listed alongside shop usage (as Moorland Rd was more housing than shopping in 1890) but, from then onwards, the results are as listed in the commercial sections of directories and most shop names have been replicated as displayed in those publications. If left blank, the property was either residential only or vacant in those years.",66,10/19/2014 10:45:00 AM +0000,10/19/2014 10:45:00 AM +0000,Heritage,,133,Leigh Dodds,,,published,,,"Carey Gilliland, Madison Oakley Estate Agents",,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/6f5r-fnxp.json,,,,Creative Common Attribution (CC-BY),Never,,http://madisonoakley.wordpress.com/2014/07/31/moorland-road-oldfield-park-bath-the-evolution-of-a-community-high-street/,22aw-9kr4,official
https://data.bathhacked.org/d/mq6n-3m8u,mq6n-3m8u,true,false,,data.bathhacked.org,gis map,Lower Super Output Areas,Census administrative geography,102,08/27/2014 05:10:00 PM +0000,08/22/2016 08:20:00 PM +0000,,,20,Jon Poole,,,published,,,,Contains National Statistics data © Crown copyright and database right 2013,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/mq6n-3m8u.json,,,,Open Government License V2.0,,,,gsz7-kffz,official
https://data.bathhacked.org/d/ntav-3cyy,ntav-3cyy,true,false,,data.bathhacked.org,dataset,BANES Petroleum Licences,"To run a business where petrol is stored for dispensing directly into the fuel tank of an internal combustion engine - or where large amounts of petrol are stored for private use - you need a licence.  Petroleum means any product of crude petroleum that has a flashpoint below 21°C.  This includes petrol, benzene, pentane and any mixture that contains these products and has a flashpoint below 21°C.  This doesn't include white spirit, paraffin, diesel oil or fuel oils.",91,10/18/2014 05:48:00 PM +0000,07/13/2019 08:03:00 PM +0000,Government and Society,"petrol,licences",93,Dave,,,published,,,Bath & North East Somerset Council,Contains public sector information licensed under the Open Government Licence v2.0.,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/ntav-3cyy.json,,,,UK Open Government Licence V2.0,Daily,,http://isharemaps.bathnes.gov.uk/projects/bathnes/licensing/default.aspx?pageno=1&pagerecs=10&maxrecords=100&template=LicensingResults.tmplt&requestType=parseTemplate&usesearch=true&order=RECPTD%3ADESCENDING&LICNTYPE%3ASRCH=PETROL&LICASETYPE%3ASRCH=&LISTAT%3ASRCH=&WARD%3ASRCH=&RECPTD%3AFROM%3ADATE=&ISSUED%3AFROM%3ADATE,78hi-gya6,official
https://data.bathhacked.org/d/ig4d-2wpy,ig4d-2wpy,true,false,,data.bathhacked.org,href,Pay and Display Locations,Boundaries for Pay and Display bays.,67,10/16/2014 09:45:00 PM +0000,10/16/2014 09:46:00 PM +0000,Transport,"geography,parking",16,Richard Speigal,research@bathnes.gov.uk,,published,,,Bath & North East Somerset Council,,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/ig4d-2wpy.json,,,,Ordnance Survey Open Data Licence,On change,,,3h94-3tka,official
https://data.bathhacked.org/view/rdc7-ev9r,rdc7-ev9r,true,true,nrff-vhud,data.bathhacked.org,datalens,Environmental Protection Requests,"<div>This dataset shows requests received by the B&amp;NES environmental protection team. Please note, locations within this dataset are mapped to the centre of the nearest road. So while accurate to the report location, they are not exact.&nbsp;<br></div>",385,01/24/2016 03:10:00 PM +0000,07/13/2019 08:12:00 PM +0000,,,0,Mark Owen,,UK Open Government Licence v3,published,,,Bath and North East Somerset Council,,,,,https://data.bathhacked.org/resource/rdc7-ev9r.json,,,,,,,http://www.bathnes.gov.uk,kii3-un88,official
https://data.bathhacked.org/d/wcfx-ryat,wcfx-ryat,true,false,,data.bathhacked.org,dataset,BANES Important Buildings Centroids,"Schools & healthcare facilities in BANES.

Extracted from Ordnance Survey Open Map Local Important Buildings layer.

Due to a lack of a building grouping key, some names have been manually edited to allow for building clustering & centroid derivation.

Shapefiles can be found at http://fiodev.co.uk/data/shapefiles/banes_important_buildings_edited.zip & http://fiodev.co.uk/data/shapefiles/banes_important_buildings_centroids.zip",62,08/30/2015 03:36:00 PM +0000,08/30/2015 03:39:00 PM +0000,Education,"education,health",106,Mark Owen,,,published,,,Ordnance survey,"Contains Ordnance Survey data © Crown copyright and database right 2015. Additional data sourced from third parties, including public sector information licensed under the Open Government Licence v1.0.",,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/wcfx-ryat.json,,,http://os.uk/docs/user-guides/os-open-map-local-user-guide.pdf,Ordnance Survey Open Data Licence,On change,,https://www.ordnancesurvey.co.uk/business-and-government/products/os-open-map-local.html,kii3-un88,official
https://data.bathhacked.org/d/7ks4-skdb,7ks4-skdb,true,false,,data.bathhacked.org,dataset,Electric Vehicle Charging Points,The locations of all electric vehicle charging points in BANES.,203,06/04/2015 01:28:00 PM +0000,06/30/2019 11:00:00 PM +0000,Transport,"electric,car,transport,charge,charging,ev",89,jackmcconnell,,Creative Commons Attribution | Share Alike 4.0 International,published,,,Open Charge Map,,,http://creativecommons.org/licenses/by-sa/4.0/,,https://data.bathhacked.org/resource/7ks4-skdb.json,,,http://www.openchargemap.org/site/poi/activity,Creative Commons Attribute-ShareAlike (CC-BY-SA),Monthly,,http://www.openchargemap.org/,6a3v-3vgw,official
https://data.bathhacked.org/d/m4j8-2iqf,m4j8-2iqf,true,false,,data.bathhacked.org,dataset,Bath Local Election Ward Results,"Number of votes in each ward, including the size of the electorate and voter turnout. Currently 2011 in the Bath constituency, will expand for other years and wards in NES in the future",117,11/02/2014 11:15:00 AM +0000,11/02/2014 11:22:00 AM +0000,Government and Society,"votes,elections,ward",74,danielthepope,,,published,,,BANES,,,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,,https://data.bathhacked.org/resource/m4j8-2iqf.json,,,,UK Open Government Licence V2.0,Other,,http://democracy.bathnes.gov.uk/mgManageElectionResults.aspx,fj6j-dm8t,official
https://data.bathhacked.org/d/udfn-2y3p,udfn-2y3p,true,false,,data.bathhacked.org,gis map,POLLING DISTRICTS 2015,,247,03/17/2015 11:18:00 AM +0000,08/22/2016 08:18:00 PM +0000,Government and Society,"elections,polling districts,government,council",19,Jon Poole,,,published,,,,Data provided by Bath and North East Somerset Council,,http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf,,https://data.bathhacked.org/resource/udfn-2y3p.json,,,,Ordnance Survey Open Data Licence,On change,,,gsz7-kffz,official
