PRACTICE_CODE,CCG,CCG Name,Residential LA,ORG_NAME,LSOA_CODE,Male Patients,Female Patients,All Patients
L81045,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST. AUGUSTINES SURGERY,E01014473,1,0,1
L81045,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST. AUGUSTINES SURGERY,E01033078,2,2,4
L81045,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ST. AUGUSTINES SURGERY,E01033079,2,1,3
L81046,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,LEAP VALLEY MEDICAL CENTRE,E01014375,1,1,2
L81046,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,LEAP VALLEY MEDICAL CENTRE,E01014418,2,0,2
L81047,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,WEST WALK SURGERY,E01014402,0,1,1
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014370,24,18,42
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014371,13,23,36
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014372,15,14,29
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014373,4,2,6
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014374,2,0,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014375,12,12,24
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014376,1,1,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014377,10,9,19
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014379,31,32,63
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014380,29,31,60
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014381,19,24,43
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014387,37,51,88
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014388,27,43,70
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014389,33,39,72
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014390,58,42,100
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014392,12,9,21
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014404,0,1,1
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014405,32,29,61
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014407,44,37,81
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014409,10,3,13
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014410,11,4,15
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014411,9,4,13
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014412,6,6,12
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014413,11,9,20
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014414,13,15,28
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014415,302,295,597
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014416,102,123,225
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014417,235,236,471
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014427,16,28,44
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014428,11,23,34
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014429,13,19,32
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014430,25,25,50
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014431,75,69,144
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014432,63,66,129
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014433,52,64,116
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014434,102,111,213
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014435,58,55,113
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014436,85,108,193
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014437,123,139,262
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014438,98,94,192
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014440,1,0,1
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014442,2,0,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014443,1,1,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014444,1,0,1
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014451,1,0,1
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014452,2,2,4
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014453,6,5,11
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014455,70,79,149
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014456,94,87,181
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014457,93,104,197
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014458,35,46,81
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014460,1,1,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014461,52,52,104
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014462,42,47,89
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014463,39,39,78
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014464,32,33,65
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014465,10,9,19
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014466,9,5,14
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014467,12,7,19
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014468,15,9,24
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014471,2,0,2
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014473,133,128,261
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014474,54,42,96
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014475,88,83,171
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014476,89,83,172
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014477,37,31,68
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014478,15,22,37
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014479,26,23,49
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014480,22,20,42
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014481,79,96,175
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014482,40,36,76
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014483,21,24,45
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01014484,126,131,257
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01033078,26,27,53
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01033079,18,15,33
L81049,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,NUMBER 18 SURGERY,E01033080,15,18,33
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014375,16,18,34
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014395,2,4,6
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014396,1,0,1
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014398,2,2,4
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014399,1,0,1
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014400,2,1,3
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014401,2,0,2
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014402,3,1,4
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014403,2,0,2
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014428,0,1,1
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014452,0,1,1
L81050,12A,NHS South Gloucestershire CCG,Bath and North East Somerset,CLOSE FARM SURGERY,E01014453,2,0,2
L81053,11H,NHS Bristol CCG,Bath and North East Somerset,THE LENNARD SURGERY,E01014382,4,1,5
L81053,11H,NHS Bristol CCG,Bath and North East Somerset,THE LENNARD SURGERY,E01014447,3,4,7
L81054,11H,NHS Bristol CCG,Bath and North East Somerset,GRANGE ROAD SURGERY,E01014446,2,0,2
L81056,11T,NHS North Somerset CCG,Bath and North East Somerset,LONG ASHTON SURGERY,E01014370,0,1,1
L81056,11T,NHS North Somerset CCG,Bath and North East Somerset,LONG ASHTON SURGERY,E01014383,2,1,3
L81056,11T,NHS North Somerset CCG,Bath and North East Somerset,LONG ASHTON SURGERY,E01014397,1,0,1
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014379,46,42,88
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014385,25,29,54
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014386,87,82,169
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014389,0,2,2
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014391,63,63,126
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014393,297,327,624
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014394,384,363,747
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014419,97,96,193
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014420,94,83,177
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014421,110,96,206
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014422,133,112,245
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014423,69,48,117
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014424,85,85,170
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014425,89,98,187
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014426,59,48,107
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014439,547,626,1173
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014440,791,779,1570
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014441,633,669,1302
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014442,14,8,22
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014443,10,12,22
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014444,10,8,18
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014445,7,10,17
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014448,39,34,73
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014449,20,26,46
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014450,20,18,38
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014451,23,12,35
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014459,53,50,103
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014460,38,58,96
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014469,30,21,51
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014470,24,29,53
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014471,37,26,63
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01014472,48,48,96
L81059,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,ELM HAYES SURGERY,E01033079,1,3,4
L81061,11H,NHS Bristol CCG,Bath and North East Somerset,THE WELLSPRING SURGERY,E01014447,1,0,1
L81062,11H,NHS Bristol CCG,Bath and North East Somerset,ST GEORGE HEALTH CENTRE,E01014372,1,0,1
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014379,1,1,2
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014385,1,1,2
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014391,49,37,86
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014392,82,92,174
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014395,254,251,505
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014396,281,311,592
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014397,249,238,487
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014398,257,248,505
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014399,304,331,635
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014400,245,261,506
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014401,303,318,621
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014402,339,396,735
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014403,296,349,645
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014404,390,423,813
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014446,5,8,13
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014447,1,3,4
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014452,86,81,167
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014453,47,47,94
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014454,67,64,131
L81064,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,TEMPLE HOUSE PRACTICE,E01014459,0,1,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014370,6,5,11
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014371,6,4,10
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014377,24,21,45
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014379,176,193,369
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014380,100,111,211
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014381,19,26,45
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014387,329,353,682
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014388,485,502,987
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014389,463,561,1024
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014390,284,355,639
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014391,1,0,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014407,2,1,3
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014412,0,2,2
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014413,1,1,2
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014414,2,0,2
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014415,42,38,80
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014416,314,352,666
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014417,80,81,161
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014420,1,2,3
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014427,1,1,2
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014428,0,1,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014431,149,170,319
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014432,213,207,420
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014433,362,392,754
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014434,90,119,209
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014435,10,11,21
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014436,13,4,17
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014437,31,25,56
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014438,9,13,22
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014439,1,0,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014442,2,2,4
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014443,0,1,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014445,0,1,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014455,18,27,45
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014456,37,31,68
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014457,17,20,37
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014458,8,4,12
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014461,9,4,13
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014462,25,18,43
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014463,10,12,22
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014464,10,7,17
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014465,0,1,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014466,1,1,2
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014468,4,6,10
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014471,1,0,1
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014473,15,11,26
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014474,10,14,24
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014475,5,5,10
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014476,3,12,15
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014481,12,12,24
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014482,173,132,305
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014483,19,16,35
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01014484,5,5,10
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01033078,331,334,665
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01033079,159,168,327
L81065,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,COMBE DOWN SURGERY,E01033080,1,1,2
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014370,375,355,730
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014371,740,664,1404
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014372,176,165,341
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014373,30,28,58
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014374,104,108,212
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014375,30,21,51
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014376,18,30,48
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014377,537,583,1120
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014379,8,7,15
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014380,273,261,534
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014381,422,416,838
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014384,1,0,1
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014387,33,27,60
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014388,32,39,71
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014389,30,38,68
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014390,44,45,89
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014393,3,1,4
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014398,0,1,1
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014405,51,48,99
L81068,11E,NHS Bath and North East Somerset CCG,Bath and North East Somerset,THE PULTENEY PRACTICE,E01014407,86,79,165
