Ref,Kind,Type,Status,ReceivedDate,ClosedDate,ReceivedHow,ReceivedWhere,Location,Latitude,Longitude,Ward,Lower Layer Super Output Areas (LSOA),Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary
abaf7253938729718ff89d3fa3a938a6,Noise Request,Noise complaint,Closed,18/03/2019 08:27:00 AM,17/04/2019 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.38260629962814, -2.402055747662122)",51.382606299628137,-2.402055747662122,28,92,478,11,1
abd0fe9c76d01163bf22f221ac748b6b,Noise Request,Noise complaint,Closed,02/08/2019 10:48:00 AM,28/08/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
abdc52f6e090e8dd4dfb790a19f67aa6,Noise Request,Noise complaint,Closed,20/05/2019 08:24:00 AM,17/06/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.4231934084123, -2.383565843085239)",51.423193408412303,-2.383565843085239,1,25,47,10,1
abe94641cf754583ad7d467416a3bf29,Noise Request,Noise complaint,Closed,19/05/2016 11:35:00 PM,13/06/2016 12:00:00 AM,Telephone,Out of hours service,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
abf31b206d2f27672ca5e7bd51dfcf8f,Noise Request,Noise complaint,Closed,12/08/2019 08:50:00 AM,05/09/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.38400061780059, -2.37295565516225)",51.384000617800588,-2.37295565516225,34,115,205,9,1
ac1548f9f31ed7a7a89a95dbf83d2b51,Noise Request,Noise complaint,Closed,23/04/2018 04:35:00 PM,18/05/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.38210568344497, -2.3689385774968095)",51.382105683444969,-2.36893857749681,34,55,195,9,1
ac2a0c6f02c056df828ea6281026d1e7,Noise Request,Noise complaint,Closed,27/11/2018 09:15:00 AM,19/12/2018 12:00:00 AM,Emergency/Out of Hours,,"(51.390457172899595, -2.369548237332379)",51.390457172899595,-2.369548237332379,21,1,238,7,1
ac42beb89c496d8dacc0475f9b795c8e,Noise Request,Noise complaint,Closed,07/05/2019 12:19:00 PM,23/05/2019 12:00:00 AM,Noise Mobile App,Normal Office Hours,"(51.37863832228212, -2.3929107886416117)",51.378638322282121,-2.392910788641612,28,89,469,11,1
ac5d1508e61bd81e3a57bc361be41d35,Noise Request,Noise complaint,Closed,01/08/2017 08:43:00 AM,09/08/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.38853965370266, -2.3645651764855664)",51.388539653702658,-2.364565176485566,21,2,246,7,1
ac636c1ef4fc23351d44fba94b0dbee7,General Request,Bonfires,Closed,06/06/2019 12:52:00 PM,17/07/2019 12:00:00 AM,Telephone,,"(51.35922195725595, -2.350377066453812)",51.359221957255947,-2.350377066453812,19,38,118,18,1
ac666dc1fb9638fe1355d137f935bdd9,General Request,Accumulations (including refuse & litter,Closed,10/12/2018 10:34:00 AM,18/12/2018 12:00:00 AM,Telephone,,"(51.3767683964156, -2.40612021645082)",51.376768396415599,-2.40612021645082,28,90,475,11,1
aca4542a23eb07d1d56eaaf31f559228,Noise Request,Noise complaint,Closed,25/07/2019 12:30:00 PM,25/07/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
ad0102ac19112420926e94407de30874,Noise Request,Noise complaint,Closed,26/06/2018 12:40:00 PM,26/06/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.37690306846513, -2.3310297129758846)",51.376903068465133,-2.331029712975885,22,29,580,12,1
ad0c8e20b7d2b04a2cfba126dfe1023f,General Request,Odour/Fumes,Closed,17/01/2018 12:23:00 PM,31/05/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.2962447658406, -2.442698474628761)",51.296244765840598,-2.442698474628761,12,77,408,24,1
ad0f2ada4da58464a3b51d7525315239,General Request,Drainage Complaint,Closed,19/02/2015 10:00:00 AM,19/02/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.385993640003335, -2.359468155373034)",51.385993640003335,-2.359468155373034,35,20,11,7,1
ad1dc8a2fc9ec4455cf83e76d3725a50,Noise Request,Noise complaint,Closed,01/07/2015 08:47:00 PM,02/07/2015 12:00:00 AM,Telephone,Out of hours service,"(51.37990565339261, -2.3607719074816456)",51.379905653392612,-2.360771907481646,35,20,14,7,1
ad2b6de061c9b7b2c28f0488b9f78da1,General Request,Bonfires,Closed,20/11/2018 09:38:00 AM,20/11/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
ad56d471159cf2dd4b080de023fb323d,Noise Request,Noise complaint,Closed,01/06/2015 02:35:00 PM,17/06/2015 12:00:00 AM,Referrals - Others (PH only),In office,"(51.38016405477853, -2.363752879142601)",51.380164054778533,-2.363752879142601,34,55,196,9,1
ad719a552038e66e18b8c40b3bd56f3e,Noise Request,Noise complaint,Closed,05/06/2017 02:55:00 PM,28/06/2017 12:00:00 AM,Electronic Mail,In office,"(51.27662318704225, -2.477766137843024)",51.276623187042247,-2.477766137843024,25,12,299,27,1
ad79a74e1abdc01e8a8c72ef9354ef12,General Request,Odour/Fumes,Closed,18/10/2017 08:53:00 AM,18/10/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.41625748918174, -2.49366087689818)",51.416257489181739,-2.49366087689818,16,45,152,3,1
ad7bc646c473e182bb187c795068a402,Noise Request,Noise complaint,Closed,10/06/2019 11:02:00 AM,06/08/2019 12:00:00 AM,Emergency/Out of Hours,,"(51.32985398526668, -2.315105520779452)",51.329853985266681,-2.315105520779452,10,113,54,10,1
ad9b9c266e9a52111683606d24fb03d8,General Request,Bonfires,Closed,04/01/2019 02:47:00 PM,30/01/2019 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.37502421343078, -2.386219888370126)",51.375024213430777,-2.386219888370126,32,101,532,13,1
adacd894231ff23b6011ea696e2536d1,General Request,Rat Complaint,Closed,04/12/2015 10:41:00 AM,29/12/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.37990565339261, -2.3607719074816456)",51.379905653392612,-2.360771907481646,35,20,14,7,1
adcf1bba1360be4695bbba42a3963631,General Request,Nuisance (excluding noise & pollution),Closed,02/08/2018 10:43:00 AM,22/08/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.38204158462894, -2.3862137528641743)",51.382041584628936,-2.386213752864174,32,103,578,13,1
add6f8f7a00767454d81237da9a3c903,Noise Request,Noise complaint,Closed,03/08/2017 04:22:00 PM,19/09/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.38253073796615, -2.366694730778322)",51.38253073796615,-2.366694730778322,34,55,192,9,1
add918f33ac7d672d8633a0880c43cf5,Noise Request,Noise complaint,Closed,11/02/2015 10:42:00 AM,13/02/2015 12:00:00 AM,,Normal Office Hours,"(51.30815681706137, -2.4966641311150797)",51.308156817061374,-2.49666413111508,13,69,375,23,1
32762547347379b4723d6e4107347981,General Request,Accumulations (including refuse & litter,Closed,26/07/2018 09:26:00 AM,26/07/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.37863832228212, -2.3929107886416117)",51.378638322282121,-2.392910788641612,28,89,469,11,1
ade84d5d07303f98a6754902b6521bfc,Noise Request,Noise complaint,Closed,03/11/2017 01:34:00 PM,12/12/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.37548255955923, -2.3892009455148098)",51.375482559559231,-2.38920094551481,27,85,449,15,1
ae1ce483ecf965f39d7a6bf7c628b484,Noise Request,Noise complaint,Closed,21/03/2016 08:26:00 AM,21/04/2016 12:00:00 AM,,,"(51.3810326353618, -2.3973728228307887)",51.381032635361798,-2.397372822830789,28,92,482,11,1
ae5312f4dc4ab8c588b43c4114c3d952,General Request,Rat Complaint,Closed,26/07/2018 09:32:00 AM,06/11/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.37910789807602, -2.3505859450478725)",51.379107898076022,-2.350585945047872,33,111,562,12,1
ae5824ed9fc669ab3ac1f27b69e15b8a,Noise Request,Noise complaint,Closed,29/07/2015 03:54:00 PM,24/08/2015 12:00:00 AM,,In office,"(51.30917255429329, -2.5112824061455017)",51.309172554293291,-2.511282406145502,13,68,374,23,1
ae617f2a57e14409ae14548d1ff7ebe5,Noise Request,Noise complaint,Closed,16/01/2017 09:12:00 AM,14/02/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.30917255429329, -2.5112824061455017)",51.309172554293291,-2.511282406145502,13,68,374,23,1
ae84dca795e8ae2a10a77fe7fa34e8e5,Noise Request,Noise complaint,Closed,11/06/2018 04:30:00 PM,26/06/2018 12:00:00 AM,Telephone,,"(51.38371485116957, -2.349423728391867)",51.383714851169572,-2.349423728391867,22,30,74,12,1
ae8bd390be029eefd771d8d153419427,Noise Request,Noise complaint,Closed,01/06/2015 04:16:00 PM,08/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.3695581770962, -2.397225153794547)",51.369558177096202,-2.397225153794547,27,84,444,15,1
ae9785b1050b25f5db846f28049762af,Noise Request,,Closed,18/02/2019 04:45:00 PM,18/02/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
ae5dfa5499e4a307c9eb0b7ce64e2faa,Noise Request,Noise complaint,Closed,13/09/2019 10:12:00 AM,23/09/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.405981880790016, -2.4871300596114523)",51.405981880790016,-2.487130059611452,16,47,148,3,1
aea1cca9a6dd64d7574ee4409460e40f,Noise Request,Noise complaint,Closed,17/04/2019 09:26:00 AM,01/10/2019 12:00:00 AM,Emergency/Out of Hours,Out of hours service,"(51.36708220199022, -2.607827827662618)",51.367082201990222,-2.607827827662618,6,31,78,21,1
aec64ac13cfedde82e1026f838395aed,Noise Request,Noise complaint,Closed,25/07/2019 12:34:00 PM,25/07/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
aedb8b4191b1bcbc66728255241b5ba5,Noise Request,Noise complaint,Closed,02/08/2016 03:50:00 PM,16/09/2016 12:00:00 AM,Councillor,In office,"(51.28034667527218, -2.4717749686895045)",51.280346675272177,-2.471774968689504,26,98,520,26,1
aeddfe0c1262291352071d80de9697cc,Noise Request,Noise complaint,Closed,01/10/2018 10:02:00 AM,30/10/2018 12:00:00 AM,Telephone,,"(51.37640189690852, -2.3797194791201552)",51.376401896908519,-2.379719479120155,31,63,349,14,1
af1cd32e7138709f24dc925cfbcabd3b,General Request,Odour/Fumes,Closed,25/05/2018 11:18:00 AM,25/05/2018 12:00:00 AM,Telephone,In office,"(51.39961741460495, -2.4566360767516673)",51.399617414604947,-2.456636076751667,17,81,431,16,1
af4dc7e4f2b5234037cbe3b8d4c807ad,General Request,Odour/Fumes,Closed,01/06/2017 01:08:00 PM,31/10/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.35878728732128, -2.3600841482728945)",51.358787287321277,-2.360084148272894,19,36,119,18,1
af52da7c8f75c4c98de67bdf8ca1d591,Noise Request,Noise complaint,Closed,04/12/2018 09:06:00 AM,04/12/2018 12:00:00 AM,Electronic Mail,,"(51.38400061780059, -2.37295565516225)",51.384000617800588,-2.37295565516225,34,115,205,9,1
af6507cf5105d1b38b77d1e12f1461e2,Noise Request,Noise complaint,Closed,21/05/2015 02:13:00 PM,21/05/2015 12:00:00 AM,Telephone,In office,"(51.38139400627959, -2.359616248556757)",51.381394006279592,-2.359616248556757,35,20,11,7,1
af88903b9e21f57a2f43d6842f7a2fb9,Noise Request,Noise complaint,Closed,04/01/2016 09:18:00 AM,02/02/2016 12:00:00 AM,Electronic Mail,In office,"(51.384796911809495, -2.378109615619728)",51.384796911809495,-2.378109615619728,34,54,206,9,1
af8dbada6d7bdec8fb42f9de904f064d,Noise Request,Noise complaint,Closed,09/04/2017 03:21:00 PM,09/05/2017 12:00:00 AM,Telephone,Out of hours service,"(51.31240418489356, -2.4281104775951126)",51.312404184893559,-2.428110477595113,15,73,385,22,1
af93181db34ebaa3c5fc2f009f659312,Noise Request,Noise complaint,Closed,20/06/2015 06:25:00 PM,13/07/2015 12:00:00 AM,Telephone,Out of hours service,"(51.31859387832512, -2.473834546985334)",51.318593878325117,-2.473834546985334,14,87,462,16,1
af9aa22b07bf58ece7e8bdae7805bec8,Noise Request,Noise complaint,Closed,27/07/2018 03:58:00 PM,27/07/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.40733562639432, -2.5026210768909385)",51.407335626394321,-2.502621076890938,37,53,189,2,1
afc6570e31bdc07a67af4ca57d367bb2,Noise Request,Noise complaint,Closed,13/09/2019 09:12:00 AM,10/10/2019 12:00:00 AM,Emergency/Out of Hours,Normal Office Hours,"(51.40913833157027, -2.512111392688686)",51.409138331570269,-2.512111392688686,24,48,170,1,1
afcc40dff1c8bd08bb06550716f6d251,Noise Request,Noise complaint,Closed,01/07/2019 10:51:00 AM,17/07/2019 12:00:00 AM,Telephone,,"(51.3809123159057, -2.3589196568389235)",51.380912315905697,-2.358919656838924,35,20,12,7,1
afdbba2bdabc2c65926c2fc812892848,Noise Request,,Closed,20/12/2016 03:30:00 PM,20/12/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
afe4e08c486783a1ae2ca556181cada4,Noise Request,Noise complaint,Closed,24/02/2017 10:41:00 AM,28/03/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.37809257011613, -2.3802029112675354)",51.378092570116131,-2.380202911267535,32,101,530,13,1
afea9b78f3c93b7431c9bbfa89cbc610,Noise Request,Noise complaint,Closed,13/07/2015 07:47:00 PM,16/07/2015 12:00:00 AM,Electronic Mail,Out of hours service,"(51.38703760891216, -2.360048092800477)",51.387037608912159,-2.360048092800477,35,22,17,7,1
aff476fd6bdda343e8c2333146aa439c,Noise Request,Noise complaint,Closed,28/08/2018 07:55:00 AM,18/09/2018 12:00:00 AM,Emergency/Out of Hours,In office,"(51.40129610506446, -2.332516461672477)",51.401296105064461,-2.332516461672477,23,58,216,4,1
affbdccb535547aba0bdfca7c3134a22,Noise Request,Noise complaint,Closed,29/05/2015 08:49:00 AM,03/06/2015 12:00:00 AM,Emergency/Out of Hours,In office,"(51.37549431297923, -2.377016371719088)",51.375494312979228,-2.377016371719088,31,64,351,14,1
307d685a509c42270f2aad2d271c2e4f,Noise Request,Noise complaint,Closed,10/07/2015 02:19:00 PM,11/08/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.29352555010899, -2.486043288425004)",51.293525550108988,-2.486043288425004,11,9,275,25,1
33ef6ff8f62d05ebf053eaec366f4306,Noise Request,Noise complaint,Closed,10/08/2016 04:32:00 PM,10/08/2016 12:00:00 AM,Telephone,In office,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
34f05ecadf55f41fece26f9d38422323,General Request,Nuisance (excluding noise & pollution),Closed,14/03/2019 04:02:00 PM,27/03/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.36267820681264, -2.346561897911018)",51.362678206812639,-2.346561897911018,19,38,106,18,1
affc50f6b74d8b6d5f78d5ff6d36ed6f,Noise Request,,Closed,19/07/2018 01:31:00 PM,29/10/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.35708484778775, -2.5784055176347103)",51.357084847787753,-2.57840551763471,5,34,102,20,1
b00cdbb710bdcb75bacca04bf60d126a,Noise Request,Noise complaint,Closed,10/10/2017 08:25:00 AM,28/12/2017 12:00:00 AM,Electronic Mail,In office,"(51.38785776716094, -2.364377074960416)",51.387857767160938,-2.364377074960416,35,22,18,7,1
b01ea9254024e99f95f83104a5eb207f,Noise Request,Noise complaint,Closed,29/09/2015 04:56:00 PM,01/10/2015 12:00:00 AM,Telephone,,"(51.3809123159057, -2.3589196568389235)",51.380912315905697,-2.358919656838924,35,20,12,7,1
b020c120647adb51fcc01dc3289aa210,Noise Request,Noise complaint,Closed,18/02/2017 12:48:00 PM,01/03/2017 12:00:00 AM,Electronic Mail,Out of hours service,"(51.37819898403858, -2.3597424267072022)",51.378198984038583,-2.359742426707202,35,21,13,7,1
b025ddefa33cd0942eeb3559a8e2f4c2,General Request,Odour/Fumes,Closed,27/11/2018 04:07:00 PM,05/12/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.38198140058819, -2.363757033906209)",51.381981400588188,-2.363757033906209,34,55,194,9,1
b0299db91abc2fe4d60d4447b2bee80b,Noise Request,Noise complaint,Closed,21/08/2017 03:56:00 PM,24/11/2017 12:00:00 AM,Telephone,In office,"(51.38785776716094, -2.364377074960416)",51.387857767160938,-2.364377074960416,35,22,18,7,1
b03ea943c2ed49f6be7b20703821628c,General Request,Drainage Complaint,Closed,01/08/2018 11:05:00 AM,07/08/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.38298979370172, -2.3589140279632597)",51.382989793701718,-2.35891402796326,35,20,11,7,1
b0489e7af90480cd736e5f7fe21b980d,General Request,Rat Complaint,Closed,12/02/2019 11:24:00 AM,18/02/2019 12:00:00 AM,Telephone,,"(51.39191436226834, -2.355224161510639)",51.391914362268338,-2.355224161510639,36,94,493,6,1
b068e7812c8e7ea54640330b423f58d8,General Request,Odour/Fumes,Closed,14/12/2015 11:57:00 AM,13/01/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.385993640003335, -2.359468155373034)",51.385993640003335,-2.359468155373034,35,20,11,7,1
b08b81e6b2a909bff24c893edc9fbd4d,Noise Request,,Closed,19/06/2018 11:05:00 AM,17/07/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.40645836702539, -2.5134693662149936)",51.406458367025387,-2.513469366214994,37,51,177,2,1
b0af67a0029901a12d2556859fcfbea2,Noise Request,,Closed,21/01/2019 11:46:00 AM,29/05/2019 12:00:00 AM,Telephone,In office,"(51.32082407825832, -2.540999517609675)",51.320824078258319,-2.540999517609675,2,7,270,20,1
b0c09786835b21b6dc50f6a3ab8cfe95,General Request,Bonfires,Closed,08/07/2016 12:58:00 PM,02/08/2016 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.376426004368135, -2.357793185235596)",51.376426004368135,-2.357793185235596,33,109,567,12,1
b108568642da49bab20d729d1ee8d619,General Request,Rat Complaint,Closed,02/09/2015 10:30:00 AM,18/11/2015 12:00:00 AM,Telephone,In office,"(51.36395992851986, -2.3706704345196243)",51.363959928519861,-2.370670434519624,18,4,259,17,1
b109fc7b07d6a5f2a19b4994efec9fa0,General Request,Rat Complaint,Closed,30/08/2017 10:22:00 AM,06/12/2017 12:00:00 AM,,In office,"(51.35878728732128, -2.3600841482728945)",51.358787287321277,-2.360084148272894,19,36,119,18,1
b10a7695a45d1e0c0df7ac516cc26abc,General Request,Accumulations (including refuse & litter,Closed,18/02/2019 04:10:00 PM,14/03/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.36267820681264, -2.346561897911018)",51.362678206812639,-2.346561897911018,19,38,106,18,1
1b6504d1204776299f604291f321276b,Noise Request,Noise complaint,Closed,17/09/2018 08:47:00 AM,30/10/2018 12:00:00 AM,Noise Mobile App,,"(51.388358918834754, -2.3677658315962367)",51.388358918834754,-2.367765831596237,34,115,198,9,1
b1259f593f1c09c23984a7fe5b491c49,General Request,Accumulations (including refuse & litter,Closed,20/04/2018 11:42:00 AM,10/05/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.32274215353088, -2.4782689735090004)",51.322742153530882,-2.478268973509,14,87,462,16,1
b1338d7f97071ecc014102efae9e71fa,Noise Request,Noise complaint,Closed,15/02/2018 01:13:00 PM,29/03/2018 12:00:00 AM,Telephone,Normal Office Hours,"(51.31240418489356, -2.4281104775951126)",51.312404184893559,-2.428110477595113,15,73,385,22,1
b13441f6c385c04a0ec42bfc3e5ede66,Noise Request,Noise complaint,Closed,17/01/2018 10:15:00 AM,07/02/2018 12:00:00 AM,Electronic Mail,In office,"(51.28849592551761, -2.459396439226046)",51.288495925517608,-2.459396439226046,26,99,506,26,1
b15f72cbbb5487439c6fbb5258bf20e3,Noise Request,Noise complaint,Closed,10/04/2015 08:59:00 AM,21/05/2015 12:00:00 AM,Electronic Mail,,"(51.38204158462894, -2.3862137528641743)",51.382041584628936,-2.386213752864174,32,103,578,13,1
b1608243a66a0365cb3bf1d20f9be442,Noise Request,Noise complaint,Closed,07/06/2017 01:53:00 PM,26/06/2017 12:00:00 AM,Noise Mobile App,Normal Office Hours,"(51.362384116697605, -2.35910543073668)",51.362384116697605,-2.35910543073668,19,39,112,18,1
b1678f40a48c61216c14e0407fad3514,General Request,Bonfires,Closed,21/06/2016 11:28:00 AM,21/06/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.40504486976572, -2.29791061713856)",51.405044869765717,-2.29791061713856,1,26,43,10,1
b16ace09ec0589ab41e9d0dc6e68d2ad,General Request,Light pollution,Closed,22/10/2019 11:31:00 AM,22/10/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
b184fcd116879d35cc8bc5864b67f49c,Noise Request,Noise complaint,Closed,15/08/2016 03:07:00 PM,18/08/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.425663017624274, -2.520003456974372)",51.425663017624274,-2.520003456974372,24,48,161,1,1
b19783755c8dcde44823bbf2713f9ed0,General Request,Nuisance (excluding noise & pollution),Closed,26/02/2019 03:53:00 PM,26/02/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
b1b82f434e8b324b2e246ab512bba374,Noise Request,Noise complaint,Closed,20/06/2017 12:17:00 PM,14/07/2017 12:00:00 AM,Neighbour,In office,"(51.37063016298372, -2.388953281909368)",51.370630162983723,-2.388953281909368,27,85,441,15,1
b1c41f281b71618a430767aab342aa18,Noise Request,Noise complaint,Closed,24/09/2019 01:05:00 PM,28/10/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.38160534806808, -2.359924947520405)",51.381605348068078,-2.359924947520405,35,20,10,7,1
b1c786657cc3d7c49436159b69cd086c,Noise Request,,Closed,14/03/2018 08:45:00 AM,16/03/2018 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.39117141502231, -2.3961428264558027)",51.391171415022313,-2.396142826455803,29,18,314,8,1
b1d676de0e976ce6f9b5b37d9d476114,General Request,Light pollution,Closed,13/01/2016 10:16:00 AM,25/01/2016 12:00:00 AM,Telephone,In office,"(51.29983396965231, -2.4945464239368382)",51.299833969652312,-2.494546423936838,13,69,370,23,1
b1d9123114909e80cf3047ddb130f1c1,Noise Request,Noise complaint,Closed,14/04/2016 11:42:00 PM,18/04/2016 12:00:00 AM,Telephone,Out of hours service,"(51.38309422099319, -2.368867970304524)",51.383094220993193,-2.368867970304524,34,115,210,9,1
b1f6e51c54bef258de9f5cca076cb4d9,Noise Request,Noise complaint,Closed,17/04/2015 01:18:00 PM,21/05/2015 12:00:00 AM,Telephone,,"(51.37808134995669, -2.402381562121051)",51.378081349956688,-2.402381562121051,28,92,467,11,1
b1fa999cfc7eba6984ea7fc46161988c,General Request,Drainage Complaint,Closed,08/11/2017 01:08:00 PM,08/11/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.32239883040926, -2.541158110661069)",51.322398830409263,-2.541158110661069,2,7,270,20,1
b22cf78187cde55ea6e62ca54161e8d4,General Request,Rat Complaint,Closed,16/11/2016 11:14:00 AM,13/12/2016 12:00:00 AM,Telephone,In office,"(51.38074652329311, -2.35913799442851)",51.380746523293112,-2.35913799442851,35,20,12,7,1
b23a19da44227c55f3bcc85c9bd05d0e,General Request,Drainage Complaint,Closed,07/03/2019 10:15:00 AM,18/03/2019 12:00:00 AM,Telephone,,"(51.39085035380499, -2.357068980458069)",51.390850353804993,-2.357068980458069,36,94,488,6,1
b2511293e655d3d7317ebbc600b797f0,General Request,Nuisance (excluding noise & pollution),Closed,03/09/2018 01:36:00 PM,12/09/2018 12:00:00 AM,Telephone,,"(51.37229424650038, -2.4035575452451403)",51.372294246500381,-2.40355754524514,27,83,443,15,1
b25b41421f0220499ca126bb76d0f775,Noise Request,Noise complaint,Closed,15/02/2019 11:03:00 AM,12/06/2019 12:00:00 AM,Telephone,Normal Office Hours,"(51.30917255429329, -2.5112824061455017)",51.309172554293291,-2.511282406145502,13,68,374,23,1
b26d127dfb2cb0ec7b8651e98be525a3,General Request,Community Trigger,Closed,22/08/2019 04:06:00 PM,30/08/2019 12:00:00 AM,Electronic Mail,Normal Office Hours,"(51.378884823836486, -2.357056647637987)",51.378884823836486,-2.357056647637987,35,21,13,7,1
b26d689e621f938b1c93a2c913cd7f92,Noise Request,Noise complaint,Closed,03/10/2019 12:16:00 PM,08/10/2019 12:00:00 AM,Telephone,,"(51.39922655972776, -2.3702143491358605)",51.399226559727758,-2.37021434913586,21,1,235,7,1
b28f235fa117383a9687d130e527fd64,Noise Request,Noise complaint,Closed,16/09/2016 03:34:00 PM,04/10/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.375509481335094, -2.374224415784106)",51.375509481335094,-2.374224415784106,31,63,348,14,1
b29ac7f0d2b6aaa7b45df3c9edbcfff3,General Request,Bonfires,Closed,13/10/2016 12:20:00 PM,18/10/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.36290710437358, -2.573497771182204)",51.362907104373583,-2.573497771182204,5,34,101,20,1
b2a38aeb80c414bede3b23f6f205ee4d,General Request,Accumulations (including refuse & litter,Closed,16/09/2016 11:11:00 AM,23/09/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.37548255955923, -2.3892009455148098)",51.375482559559231,-2.38920094551481,27,85,449,15,1
b2d8f9e109efc7d74eef2ecaa5343f5e,Noise Request,Noise complaint,Closed,09/04/2015 02:29:00 PM,13/04/2015 12:00:00 AM,Electronic Mail,,"(51.38139400627959, -2.359616248556757)",51.381394006279592,-2.359616248556757,35,20,11,7,1
b30f2fdbe4b0e797fe24e8be877759f5,General Request,Bonfires,Closed,19/06/2015 11:53:00 AM,13/07/2015 12:00:00 AM,Telephone,Normal Office Hours,"(51.40824473387891, -2.3164030318566797)",51.408244733878909,-2.31640303185668,1,23,35,10,1
b333ab9d0086bd785df87322f3d1dc0c,Noise Request,Noise complaint,Closed,31/05/2016 10:50:00 AM,20/06/2016 12:00:00 AM,Telephone,Normal Office Hours,"(51.38425183670525, -2.357724573930878)",51.384251836705253,-2.357724573930878,35,20,6,7,1
b342c566e6aa599bb2eda243b404b5d0,Noise Request,Noise complaint,Closed,10/03/2017 09:02:00 AM,28/03/2017 12:00:00 AM,Telephone,In office,"(51.37782866439658, -2.3778882517249373)",51.377828664396581,-2.377888251724937,31,63,347,14,1
b3590059c3c0ef52b9b3ab85f1014d6e,Noise Request,Noise complaint,Under Investigation,31/10/2019 04:25:00 PM,,Telephone,Normal Office Hours,"(51.39961456037166, -2.342630186209611)",51.39961456037166,-2.342630186209611,23,58,220,4,1
b36c0a99ddd8c574e2db3541e4dd964c,General Request,Accumulations (including refuse & litter,Closed,07/07/2017 01:35:00 PM,26/07/2017 12:00:00 AM,Telephone,Normal Office Hours,"(51.37549431297923, -2.377016371719088)",51.375494312979228,-2.377016371719088,31,64,351,14,1
