id,title,date,easting,northing,homepage,image,thumbnail,usage terms,location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
eaw000746,"The Abbey Church of St Peter and St Paul and environs, Bath, 1946",1946/05/09,375136,164712,http://www.britainfromabove.org.uk/image/eaw000746,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000746.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000746.jpg,http://www.britainfromabove.org.uk/download/EAW000746,"(51.38089833149889, -2.358652468949742)",35,12,7,1,20
epw048401,"Housing estate around The Circle and environs, Southdown, 1935",1935/07/01,372802,163492,http://www.britainfromabove.org.uk/image/epw048401,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048401.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048401.jpg,http://www.britainfromabove.org.uk/download/EPW048401,"(51.36982129635475, -2.3920945507357128)",27,440,15,1,83
epw001956,"The Royal School, Lansdown, Bath, 1920",1920/07/01,374724,166533,http://www.britainfromabove.org.uk/image/epw001956,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001956.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001956.jpg,http://www.britainfromabove.org.uk/download/EPW001956,"(51.39725342490649, -2.3647025025875794)",21,234,7,1,1
epw053149,"The Circus, Bath, 1937",1937/05/19,374757,165235,http://www.britainfromabove.org.uk/image/epw053149,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053149.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053149.jpg,http://www.britainfromabove.org.uk/download/EPW053149,"(51.38558404316288, -2.364135452404939)",35,21,7,1,22
epw053141,"The Abbey Church of St Peter and St Paul, the Roman Baths and the city centre, Bath, 1937",1937/05/19,375082,164831,http://www.britainfromabove.org.uk/image/epw053141,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053141.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053141.jpg,http://www.britainfromabove.org.uk/download/EPW053141,"(51.38196593339568, -2.3594367522761144)",35,11,7,1,20
eaw040766,"Kingswood School and Lansdown Park, Lansdown, 1951. This image has been produced from a print marked by Aerofilms Ltd for photo editing.",1951/10/11,374213,166775,http://www.britainfromabove.org.uk/image/eaw040766,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW040766.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW040766.jpg,http://www.britainfromabove.org.uk/download/EAW040766,"(51.399406240695875, -2.37206505476491)",21,233,7,1,1
eaw026451,"Henrietta Park and the city centre, Bath, from the east, 1949",1949/09/08,375462,165146,http://www.britainfromabove.org.uk/image/eaw026451,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026451.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026451.jpg,http://www.britainfromabove.org.uk/download/EAW026451,"(51.384814869040746, -2.3539984777401877)",35,8,7,1,21
eaw047198,"Purnell and Sons Ltd Printing Works and environs, Paulton, from the south-west, 1952. This image was marked by Aerofilms Ltd for photo editing.",1952/10/09,364850,156686,http://www.britainfromabove.org.uk/image/eaw047198,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047198.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047198.jpg,http://www.britainfromabove.org.uk/download/EAW047198,"(51.308188144047314, -2.505649007466227)",13,364,23,1,68
epw048392,"The Circus and environs, Bath, 1935",1935/07/01,374800,165344,http://www.britainfromabove.org.uk/image/epw048392,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048392.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048392.jpg,http://www.britainfromabove.org.uk/download/EPW048392,"(51.38656602820828, -2.3635253170356396)",35,21,7,1,22
epw048402,"Bath and County Recreation Ground, the Cricket Ground and environs, Bath, 1935",1935/07/01,375319,164909,http://www.britainfromabove.org.uk/image/epw048402,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048402.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048402.jpg,http://www.britainfromabove.org.uk/download/EPW048402,"(51.3826776688845, -2.35603679484114)",35,3,7,1,21
eaw027301,"The village of Moreton and site of Chew Valley Lake, North Widcombe, from the south-east, 1949",1949/10/19,356370,157842,http://www.britainfromabove.org.uk/image/eaw027301,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW027301.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW027301.jpg,http://www.britainfromabove.org.uk/download/EAW027301,"(51.31799327705081, -2.6274382996248886)",2,274,21,1,6
epw001953,"General view of the town centre, Bath, 1920",1920/07/01,375048,164660,http://www.britainfromabove.org.uk/image/epw001953,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001953.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001953.jpg,http://www.britainfromabove.org.uk/download/EPW001953,"(51.38042689727581, -2.359913222848547)",35,12,7,1,20
eaw032284,"The River Avon, E. S. & A. Robinson Ltd Paper Mill and environs, Keynsham, 1950. This image was marked by Aerofilms Ltd for photo editing.",1950/09/05,365930,168819,http://www.britainfromabove.org.uk/image/eaw032284,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032284.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032284.jpg,http://www.britainfromabove.org.uk/download/EAW032284,"(51.41734563036788, -2.491322381768149)",16,152,3,1,45
epw038340,"The Phonetic Institute Print Works (Pitman Press), Bath, 1932",1932/06/01,373762,164798,http://www.britainfromabove.org.uk/image/epw038340,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038340.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038340.jpg,http://www.britainfromabove.org.uk/download/EPW038340,"(51.381609463659615, -2.378401067422926)",32,538,13,1,103
epw048400,"Housing estate around The Circle and environs, Southdown, 1935",1935/07/01,372705,163507,http://www.britainfromabove.org.uk/image/epw048400,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048400.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048400.jpg,http://www.britainfromabove.org.uk/download/EPW048400,"(51.36995149356637, -2.393489105516358)",27,442,15,1,83
eaw047205,"Purnell and Sons Ltd Printing Works, the village and surrounding countryside, Paulton, from the north-east, 1952. This image was marked by Aerofilms Ltd for photo editing.",1952/10/09,365282,157036,http://www.britainfromabove.org.uk/image/eaw047205,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW047205.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW047205.jpg,http://www.britainfromabove.org.uk/download/EAW047205,"(51.31136173424682, -2.499485949210497)",13,581,23,1,69
epw041215,"F. Pratten & Co Horticultural Builders Works, Midsomer Norton, 1933",1933/05/01,366918,153508,http://www.britainfromabove.org.uk/image/epw041215,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW041215.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW041215.jpg,http://www.britainfromabove.org.uk/download/EPW041215,"(51.27973774983565, -2.475686959137274)",26,520,26,1,100
epw048381,"The city, Bath, from the north-east, 1935",1935/07/01,374967,165668,http://www.britainfromabove.org.uk/image/epw048381,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048381.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048381.jpg,http://www.britainfromabove.org.uk/download/EPW048381,"(51.38948667473761, -2.361148438725688)",21,245,7,1,59
eaw026673,"Bicklands Farm, Compton Martin, 1949. This image has been produced from a damaged negative.",1949/10/01,354685,158866,http://www.britainfromabove.org.uk/image/eaw026673,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026673.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026673.jpg,http://www.britainfromabove.org.uk/download/EAW026673,"(51.32706811987407, -2.6517454750413387)",4,87,21,1,32
eaw032289,"Nursery between Southdown Road and Coronation Avenue, Southdown, 1950",1950/09/05,373001,163677,http://www.britainfromabove.org.uk/image/eaw032289,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW032289.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW032289.jpg,http://www.britainfromabove.org.uk/download/EAW032289,"(51.37149424663755, -2.3892500426930563)",27,441,15,1,85
eaw002947,"Industry at Bath Riverside including the Victoria Works, Avonbank Works and the Gas Works and the city, Bath, 1946",1946/10/02,374274,164835,http://www.britainfromabove.org.uk/image/eaw002947,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002947.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002947.jpg,http://www.britainfromabove.org.uk/download/EAW002947,"(51.38196568743027, -2.3710470093995193)",33,559,12,1,112
eaw049567,"The Chew Valley and the site of Chew Valley Lake prior to filling, Chew Stoke, from the north-west, 1953",1953/05/26,354781,161301,http://www.britainfromabove.org.uk/image/eaw049567,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049567.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049567.jpg,http://www.britainfromabove.org.uk/download/EAW049567,"(51.34896910872849, -2.6506777938714796)",6,84,21,1,31
epw033305,"The village, Paulton, from the south-east, 1930",1930/07/01,365120,156262,http://www.britainfromabove.org.uk/image/epw033305,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033305.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033305.jpg,http://www.britainfromabove.org.uk/download/EPW033305,"(51.304392464831444, -2.5017341377361575)",13,363,23,1,68
eaw000756,"The Church of St John the Evangelist, Abbey Church of St Peter and St Paul and surrounding city, Bath, 1946",1946/05/09,375201,164664,http://www.britainfromabove.org.uk/image/eaw000756,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000756.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000756.jpg,http://www.britainfromabove.org.uk/download/EAW000756,"(51.38046959922101, -2.357715152748972)",35,12,7,1,20
eaw026450,"The city centre, Bath, from the east, 1949",1949/09/08,375453,164740,http://www.britainfromabove.org.uk/image/eaw026450,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026450.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026450.jpg,http://www.britainfromabove.org.uk/download/EAW026450,"(51.38116395384266, -2.354099612037647)",35,3,7,1,21
epw038341,"Bath Racecourse, Lansdown, 1932",1932/06/01,371730,168727,http://www.britainfromabove.org.uk/image/epw038341,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038341.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038341.jpg,http://www.britainfromabove.org.uk/download/EPW038341,"(51.41683852622163, -2.407912378786492)",1,47,10,1,25
epw053137,"The Circus and Henrietta Park, Bath, 1937",1937/05/19,375007,165285,http://www.britainfromabove.org.uk/image/epw053137,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053137.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053137.jpg,http://www.britainfromabove.org.uk/download/EPW053137,"(51.386044730259826, -2.3605465090504048)",35,7,7,1,20
epr000127,"Prior Park College, Widcombe, 1934",1934/07/01,376243,162945,http://www.britainfromabove.org.uk/image/epr000127,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000127.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000127.jpg,http://www.britainfromabove.org.uk/download/EPR000127,"(51.365058049767676, -2.3426278680727686)",33,558,12,1,110
epw048404,"The city, Bath, from the north, 1935",1935/07/01,374886,166018,http://www.britainfromabove.org.uk/image/epw048404,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048404.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048404.jpg,http://www.britainfromabove.org.uk/download/EPW048404,"(51.39263007552103, -2.36233737525302)",21,237,7,1,59
eaw049569,"The Chew Valley and the site of Chew Valley Lake prior to filling, West Harptree, from the south, 1953",1953/05/26,356597,156716,http://www.britainfromabove.org.uk/image/eaw049569,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049569.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049569.jpg,http://www.britainfromabove.org.uk/download/EAW049569,"(51.3078866133258, -2.6240438375504995)",2,274,21,1,6
eaw000754,"The city, Bath, from the east, 1946",1946/05/09,375195,164725,http://www.britainfromabove.org.uk/image/eaw000754,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000754.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000754.jpg,http://www.britainfromabove.org.uk/download/EAW000754,"(51.38101781359444, -2.357805642296849)",35,12,7,1,20
epw038305,"Fry's Somerdale Factory, Somerdale, 1932",1932/06/01,365833,169615,http://www.britainfromabove.org.uk/image/epw038305,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038305.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038305.jpg,http://www.britainfromabove.org.uk/download/EPW038305,"(51.42449678304282, -2.4927942088627666)",24,161,1,1,48
epw001959,"General view of the town, Bath, from the north-east, 1920",1920/07/01,375430,165875,http://www.britainfromabove.org.uk/image/epw001959,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001959.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001959.jpg,http://www.britainfromabove.org.uk/download/EPW001959,"(51.39136823098814, -2.354508991913256)",36,486,6,1,94
epw022214,"Southdown, Bath, 1928",1928/07/30,372766,163290,http://www.britainfromabove.org.uk/image/epw022214,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW022214.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW022214.jpg,http://www.britainfromabove.org.uk/download/EPW022214,"(51.36800329651105, -2.392596145508014)",27,446,15,1,84
eaw002940,"The Newark Works and Lower Bristol Road, Bath, 1946",1946/10/02,374625,164449,http://www.britainfromabove.org.uk/image/eaw002940,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW002940.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW002940.jpg,http://www.britainfromabove.org.uk/download/EAW002940,"(51.37851086681103, -2.3659758705818894)",33,561,12,1,109
eaw049898,"Bath, the second day of the Somerset-Kent county cricket match, 1953",1953/06/12,375461,164871,http://www.britainfromabove.org.uk/image/eaw049898,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049898.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049898.jpg,http://www.britainfromabove.org.uk/download/EAW049898,"(51.38234218013879, -2.353993756817025)",35,3,7,1,21
eaw049899,"Bath, the second day of the Somerset-Kent county cricket match, 1953",1953/06/12,375493,164920,http://www.britainfromabove.org.uk/image/eaw049899,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW049899.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW049899.jpg,http://www.britainfromabove.org.uk/download/EAW049899,"(51.382784149799804, -2.3535373486282114)",35,2,7,1,21
epw053139,"The Circus and the Assembly Rooms, Bath, 1937",1937/05/19,374799,165353,http://www.britainfromabove.org.uk/image/epw053139,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053139.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053139.jpg,http://www.britainfromabove.org.uk/download/EPW053139,"(51.38664690641443, -2.363540328926106)",35,21,7,1,22
epr000128,"City of Bath Boys' School (Beechen Cliff School) and Alexandra Park, Beechen Cliff, 1934",1934/07/01,375033,163809,http://www.britainfromabove.org.uk/image/epr000128,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000128.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000128.jpg,http://www.britainfromabove.org.uk/download/EPR000128,"(51.37277451678798, -2.3600686691647126)",33,575,12,1,110
epr000024,"Kingwell Hall Preparatory School, Farmborough, 1934",1934/07/04,364789,159250,http://www.britainfromabove.org.uk/image/epr000024,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000024.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000024.jpg,http://www.britainfromabove.org.uk/download/EPR000024,"(51.33123819855686, -2.5067781862135834)",8,126,16,1,40
epw048387,"The village, Bathford, 1935",1935/07/01,378910,166736,http://www.britainfromabove.org.uk/image/epw048387,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048387.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048387.jpg,http://www.britainfromabove.org.uk/download/EPW048387,"(51.39925061158873, -2.304546582406028)",1,45,10,1,24
epr000130,"Broad Quay and the city centre, Bath, 1934",1934/07/01,374924,164577,http://www.britainfromabove.org.uk/image/epr000130,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPR000130.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPR000130.jpg,http://www.britainfromabove.org.uk/download/EPR000130,"(51.37967511844326, -2.361689005838924)",35,14,7,1,20
eaw026391,"Matthew Coombe and Sons Southdown Nursery and environs, Southdown, 1949",1949/09/08,373021,163477,http://www.britainfromabove.org.uk/image/eaw026391,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW026391.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW026391.jpg,http://www.britainfromabove.org.uk/download/EAW026391,"(51.369696916859056, -2.388947486751266)",27,445,15,1,84
epw038306,"Fry's Somerdale Factory, Somerdale, 1932",1932/06/01,365837,169522,http://www.britainfromabove.org.uk/image/epw038306,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW038306.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW038306.jpg,http://www.britainfromabove.org.uk/download/EPW038306,"(51.42366084205276, -2.49272768417046)",24,161,1,1,48
epw048397,"Prior Park, Widcombe, 1935",1935/07/01,376222,163014,http://www.britainfromabove.org.uk/image/epw048397,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW048397.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW048397.jpg,http://www.britainfromabove.org.uk/download/EPW048397,"(51.36567757856271, -2.3429341392593357)",33,558,12,1,110
eaw023883,"The city, Bath, from the east, 1949. This image has been produced from a print.",1949/06/14,375712,165092,http://www.britainfromabove.org.uk/image/eaw023883,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW023883.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW023883.jpg,http://www.britainfromabove.org.uk/download/EAW023883,"(51.38434013611094, -2.350402344506332)",22,74,12,1,30
epw053128,"Pulteney Bridge, St Michael's Church and environs, Bath, 1937",1937/05/19,375064,165137,http://www.britainfromabove.org.uk/image/epw053128,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW053128.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW053128.jpg,http://www.britainfromabove.org.uk/download/EPW053128,"(51.384716517670924, -2.3597169748057976)",35,11,7,1,20
epw022218,"Southdown, Bath, 1928",1928/07/30,372762,163436,http://www.britainfromabove.org.uk/image/epw022218,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW022218.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW022218.jpg,http://www.britainfromabove.org.uk/download/EPW022218,"(51.36931585138764, -2.3926648382365125)",27,442,15,1,83
epw001169,"View over central Bath from Alexandra Park, Bath, 1920",1920/05/01,374928,164572,http://www.britainfromabove.org.uk/image/epw001169,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW001169.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW001169.jpg,http://www.britainfromabove.org.uk/download/EPW001169,"(51.37963033876377, -2.3616311790567748)",35,14,7,1,20
epw060103,"The Purnell and Sons Ltd Printing Works, Paulton, 1938",1938/11/01,364899,156758,http://www.britainfromabove.org.uk/image/epw060103,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW060103.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW060103.jpg,http://www.britainfromabove.org.uk/download/EPW060103,"(51.30883855749261, -2.50495318887169)",13,364,23,1,68
eaw023885,"Parade Gardens and the city centre, Bath, 1949. This image has been produced from a print.",1949/06/14,375341,164772,http://www.britainfromabove.org.uk/image/eaw023885,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW023885.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW023885.jpg,http://www.britainfromabove.org.uk/download/EAW023885,"(51.381446802494885, -2.355711120494399)",35,3,7,1,21
epw022215,"Southdown, Bath, 1928",1928/07/30,372807,163526,http://www.britainfromabove.org.uk/image/epw022215,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW022215.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW022215.jpg,http://www.britainfromabove.org.uk/download/EPW022215,"(51.370127245121445, -2.3920253384176187)",27,440,15,1,83
eaw000755,"The Church of St John the Evangelist, Abbey Church of St Peter and St Paul and surrounding city, Bath, 1946",1946/05/09,375259,164673,http://www.britainfromabove.org.uk/image/eaw000755,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW000755.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW000755.jpg,http://www.britainfromabove.org.uk/download/EAW000755,"(51.380553064991965, -2.356882419977371)",35,13,7,1,21
eaw010775,"Kingwell House (The Lock Out), Cross Ways, 1947",1947/09/17,365127,159114,http://www.britainfromabove.org.uk/image/eaw010775,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EAW010775.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EAW010775.jpg,http://www.britainfromabove.org.uk/download/EAW010775,"(51.33003627396135, -2.501913631676656)",8,126,16,1,40
epw033290,"The village, High Littleton, from the south, 1930",1930/07/01,364641,158111,http://www.britainfromabove.org.uk/image/epw033290,http://www.britainfromabove.org.uk/sites/default/files/imagecache/download/sites/all/lib/aerofilms-images/public/england/EPW033290.jpg,http://www.britainfromabove.org.uk/sites/default/files/imagecache/small-thumbnail/sites/all/lib/aerofilms-images/public/england/EPW033290.jpg,http://www.britainfromabove.org.uk/download/EPW033290,"(51.3209878442644, -2.508788981504714)",3,135,23,1,42
