Output Area Code,Local Authority Code,Local Authority Name,Region/Country Code,Region/Country Name,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00072770,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072771,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072772,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072773,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00072774,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2b,Inner-City Students,2b1,Students and Commuters
E00072775,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072776,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072777,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072778,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072779,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072780,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072781,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8b,Challenged Terraced Workers,8b1,Deprived Blue-Collar Terraces
E00072782,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d3,Retired Communal City Dwellers
E00072783,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072784,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00072785,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072786,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072787,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072788,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072789,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072790,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072791,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072792,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072793,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072794,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072795,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072796,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072797,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072798,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072799,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072800,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072801,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072802,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072803,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072804,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00072805,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00072806,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c3,Professional Service Cosmopolitans
E00072807,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c3,Professional Service Cosmopolitans
E00072808,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072809,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072810,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c2,Migrant Commuters
E00072811,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c2,Migrant Commuters
E00072812,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072813,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072814,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072815,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072816,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072817,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072818,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072819,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072820,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00072821,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072822,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072823,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00072824,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072825,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072826,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072827,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072828,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072829,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072830,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072831,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072832,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00072833,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072834,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072835,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072836,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00072837,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072838,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072839,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072840,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072841,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00072842,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072843,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072844,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072845,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072846,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072847,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072848,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072849,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072850,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072851,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072852,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072853,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072854,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072855,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7c,White Communities,7c2,Constrained Young Families
E00072856,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072857,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072858,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00072859,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072860,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072861,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072862,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072863,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00072864,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072865,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00072866,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072867,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072868,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072869,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d3,Retired Communal City Dwellers
E00072870,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072871,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00072872,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072873,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072874,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00072993,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00072875,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072876,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072877,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072878,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072879,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072880,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00072881,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072882,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072883,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00072884,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072885,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072886,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072887,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072888,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072889,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072890,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072891,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00072892,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00072894,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072895,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00072896,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072897,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00072898,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00072899,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072900,E06000022,Bath and North East Somerset,E12000009,South West,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00072901,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d1,Young Hard-Pressed Families
E00072902,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8b,Challenged Terraced Workers,8b1,Deprived Blue-Collar Terraces
E00072903,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072904,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00072905,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072906,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072907,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072908,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072909,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072910,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00072911,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00072912,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00072913,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00072914,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072915,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a2,Student Digs
E00072916,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00072917,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00072918,E06000022,Bath and North East Somerset,E12000009,South West,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00072919,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072920,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00072921,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00072922,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00072923,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00072924,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00072925,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b3,Semi-Detached Ageing
E00072926,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072927,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072928,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072930,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072931,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072932,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072933,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00072934,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072935,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00072936,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00072937,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1c,Ageing Rural Dwellers,1c2,Renting Rural Retirement
E00072938,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072940,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072941,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072942,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072943,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00072944,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072945,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072946,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072947,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00072948,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072949,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072950,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072951,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072952,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072953,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072954,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8d,Migration and Churn,8d1,Young Hard-Pressed Families
E00072955,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072956,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00072957,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072958,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072959,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072960,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072961,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072962,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00072963,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072964,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00072965,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072966,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072967,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00072968,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00072969,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00072970,E06000022,Bath and North East Somerset,E12000009,South West,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00072971,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c2,Ageing Rural Industry Workers
E00072972,E06000022,Bath and North East Somerset,E12000009,South West,7,Constrained City Dwellers,7c,White Communities,7c3,Outer City Hardship
E00072973,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00072974,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072975,E06000022,Bath and North East Somerset,E12000009,South West,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00072976,E06000022,Bath and North East Somerset,E12000009,South West,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00072977,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072978,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00072979,E06000022,Bath and North East Somerset,E12000009,South West,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
