URN,LAESTAB,School name,Post code,Ofsted region,Region,Local authority,Parliamentary constituency,Type of school,Phase of school,Ofsted phase,Dataview phase,Predecessor URN of schools converting to academy,Schools open/closed status,School opening date,Reason for opening,School closing date,Reason for closure,Inspection number,Inspection type,Academic year,Inspection start date,Inspection end date,First published date,Latest published date,Overall effectiveness,Category,Sixth form provision,Early years provision,Pupils' achievement (aggregated),Achievement of pupils,How well do pupils achieve?,Behaviour and safety of pupils,Quality of teaching,Leadership and management,Overall effectiveness of residential experience (aggregated),The effectiveness of the boarding provision (pre Jan 2012),Overall effectiveness of residential experience (post Jan 2012),Outcomes for residential pupils (post Jan 2012),Quality of residential provision and care (post Jan 2012),Residential pupils safety (post Jan 2012),Leadership and management of the residential provision (post Jan 2012),The effectiveness of partnerships in promoting learning and well-being,The school's capacity for sustained improvement,Outcomes for individuals and groups of pupils,Pupils' attainment,The quality of pupils' learning and their progress,Outcomes for children in the Early Years Foundation Stage,The quality of learning for pupils with special educational needs and/or disabilities and their progress,Outcomes for students in the sixth form ,"The extent of pupils' spiritual, moral, social and cultural development",The extent to which pupils adopt healthy lifestyles,The extent to which pupils feel safe,Pupils' attendance,The extent to which pupils contribute to the school and wider community,The extent to which pupils develop workplace and other skills that will contribute to their future economic well-being,The quality of provision in the sixth form,"The extent to which the curriculum meets pupils' needs, including, where relevant, through partnerships","The effectiveness of care, guidance and support",The use of assessment to support learning,The quality of provision in the Early Years Foundation Stage,The effectiveness of leadership and management of the Early Years Foundation Stage,The effectiveness of leadership and management of the sixth form,The effectiveness with which the school promotes equality of opportunity and tackles discrimination,The effectiveness with which the school promotes community cohesion,The effectiveness with which the school deploys resources to achieve value for money,The effectiveness of the governing body in challenging and supporting the school so that weaknesses are tackled decisively...,The effectiveness of safeguarding procedures,The effectiveness of the school's engagement with parents and carers,The leadership and management of teaching and learning,Pilot_Does the school adequately promote the pupils' well-being?,Pilot_Does the school adequately promote community cohesion?,Pilot_Does the school provide value for money?,Inspection number of the previous inspection,Academic year of the previous inspection,Inspection end date of the previous inspection,Previous inspection - Overall effectiveness,Previous inspection - Category,Movement in overall effectiveness since previous inspection,Time between inspections (months)
109190,8003086,East Harptree Church of England VC Primary School,BS40 6BD,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,412578,S5 Inspection,2012/13,30/04/2013,01/05/2013,23/05/2013,24/05/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324921,2008/09,13/05/2009,2,,remained the same,48
109007,8002160,Twerton Infant School,BA2 1QR,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,422250,S5 Inspection,2012/13,01/05/2013,02/05/2013,24/05/2013,24/05/2013,3,,9,9,2,2,9,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324878,2008/09,05/06/2009,2,,Declined,47
109185,8003077,Bathford CofE VC Primary School,BA1 7UB,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,413263,S5 Inspection,2012/13,09/05/2013,10/05/2013,07/06/2013,07/06/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309918,2007/08,25/06/2008,1,,Declined,59
109205,8003102,Saltford CofE Primary School,BS31 3DW,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,411832,S5 Inspection,2012/13,14/05/2013,15/05/2013,10/06/2013,10/06/2013,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309925,2007/08,03/10/2007,1,,Declined,67
109328,8004607,St Mark's CofE School,BA1 6ND,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Secondary,Secondary,Local authority maintained,,Open,,Not applicable,,Not applicable,412754,S5 Inspection,2012/13,11/06/2013,12/06/2013,03/07/2013,03/07/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337275,2009/10,27/01/2010,2,,remained the same,41
109209,8003106,Ubley Church of England Primary School,BS40 6PJ,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,421597,S5 Inspection,2012/13,12/06/2013,13/06/2013,04/07/2013,04/07/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324924,2008/09,14/05/2009,2,,remained the same,49
109068,8002246,Pensford Primary School,BS39 4AA,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,412214,S5 Inspection,2012/13,13/06/2013,14/06/2013,05/07/2013,05/07/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337207,2009/10,22/01/2010,2,,Declined,41
109208,8003105,St Mary's CofE Primary School,BA2 0JR,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,412409,S5 Inspection,2012/13,13/06/2013,14/06/2013,05/07/2013,05/07/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337241,2009/10,20/01/2010,1,,Declined,41
136804,8003447,Academy of Trinity CofE Primary,BA3 3DE,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Primary,Primary,Academy Converter,134239,Open,01/06/2011 12:00:00 AM,Academy Converter,,Unknown,411837,S5 Inspection,2012/13,27/06/2013,28/06/2013,19/07/2013,19/07/2013,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,341444,2009/10,15/10/2009,1,,remained the same,44
134238,8003446,St Nicholas CofE Primary,BA3 3QH,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,01/09/2005 12:00:00 AM,Result of Amalgamation,,Not applicable,413053,S5 Inspection,2012/13,09/07/2013,10/07/2013,09/09/2013,09/09/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,341443,2009/10,26/11/2009,2,,Declined,43
109187,8003079,Camerton CofE Primary School,BA2 0PS,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,411718,S5 Inspection,2012/13,09/07/2013,10/07/2013,09/09/2013,09/09/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337236,2009/10,09/12/2009,2,,remained the same,43
109329,8004608,Saint Gregory's Catholic College,BA2 8PA,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Secondary,Secondary,Local authority maintained,,Open,,Not applicable,,Not applicable,412072,S5 Inspection,2012/13,16/07/2013,17/07/2013,16/09/2013,16/09/2013,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324951,2008/09,25/09/2008,1,,remained the same,58
109184,8003076,Batheaston CofE Primary School,BA1 7EP,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,426839,S5 Inspection,2013/14,18/09/2013,19/09/2013,10/10/2013,10/10/2013,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,363742,2010/11,17/09/2010,1,,Declined,36
109230,8003128,Combe Down CofE Primary School,BA2 5JQ,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,426733,S5 Inspection,2013/14,19/09/2013,20/09/2013,11/10/2013,11/10/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,363743,2011/12,15/09/2011,3,,Improved,24
109062,8002238,Chew Magna Primary School,BS40 8RQ,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,426726,S5 Inspection,2013/14,26/09/2013,27/09/2013,18/10/2013,18/10/2013,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,377866,2011/12,09/11/2011,3,,Improved,23
109107,8002293,Longvernal Primary School,BA3 2LP,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,426729,S5 Inspection,2013/14,15/10/2013,16/10/2013,11/11/2013,11/11/2013,3,,9,9,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,377872,2011/12,16/09/2011,3,,remained the same,25
109063,8002239,Clutton Primary School,BS39 5RA,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Closed,,Not applicable,28/02/2015,Academy Converter,431073,S5 Inspection,2013/14,22/01/2014,23/01/2014,13/02/2014,13/02/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,395747,2011/12,21/06/2012,3,,Improved,19
109196,8003093,High Littleton CofE VC Primary School,BS39 6HF,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Closed,,Not applicable,31/07/2014,Academy Converter,431461,S5 Inspection,2013/14,23/01/2014,24/01/2014,25/02/2014,25/02/2014,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324923,2008/09,04/02/2009,2,,Improved,60
134917,8003448,St Keyna Primary School,BS31 2JP,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2007 12:00:00 AM,Result of Amalgamation,,Not applicable,431072,S5 Inspection,2013/14,28/01/2014,29/01/2014,03/03/2014,03/03/2014,3,,9,9,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,381758,2011/12,14/06/2012,3,,remained the same,20
109257,8003421,St Andrew's CofE Primary School,BA1 2SN,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,431071,S5 Inspection,2013/14,04/02/2014,05/02/2014,03/03/2014,03/03/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,395733,2011/12,18/05/2012,3,,Improved,21
109260,8003424,St John's Catholic Primary School,BA2 3NR,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,431460,S5 Inspection,2013/14,05/02/2014,06/02/2014,03/03/2014,03/03/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324935,2008/09,15/01/2009,2,,remained the same,61
109212,8003109,St Mary's CofE Primary School,BA3 3NG,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,432027,S5 Inspection,2013/14,11/02/2014,12/02/2014,10/03/2014,10/03/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356500,2010/11,26/05/2011,2,,remained the same,33
137523,8004138,Wellsway School,BS31 1PH,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Secondary,Secondary,Academy Converter,109311,Open,01/10/2011 12:00:00 AM,Academy Converter,,Unknown,441131,S8 Deemed S5,2013/14,12/02/2014,13/02/2014,10/03/2014,10/03/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356523,2010/11,08/03/2011,1,,Declined,35
133290,8002000,St Martin's Garden Primary School,BA2 2UN,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2001 12:00:00 AM,Result of Amalgamation,,Not applicable,431070,S5 Inspection,2013/14,25/02/2014,26/02/2014,19/03/2014,19/03/2014,3,,9,9,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,381489,2011/12,21/03/2012,3,,remained the same,23
138522,8004132,Ralph Allen School,BA2 7AD,South West,South West,Bath and North East Somerset,Bath,Academy Converter,Secondary,Secondary,Academy Converter,109305,Open,01/08/2012 12:00:00 AM,Academy Converter,,Unknown,441150,S8 Deemed S5,2013/14,26/02/2014,27/02/2014,20/03/2014,20/03/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356519,2010/11,23/06/2011,2,,remained the same,32
136520,8005400,Beechen Cliff School,BA2 4RE,South West,South West,Bath and North East Somerset,Bath,Academy Converter,Secondary,Secondary,Academy Converter,109332,Open,01/04/2011 12:00:00 AM,Academy Converter,,Unknown,441111,S8 Deemed S5,2013/14,19/03/2014,20/03/2014,25/04/2014,26/04/2014,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,363747,2010/11,17/02/2011,1,,remained the same,37
109236,8003347,Shoscombe CofE Primary School,BA2 8NB,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,444175,S5 Inspection,2013/14,21/05/2014,22/05/2014,17/06/2014,17/06/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337249,2009/10,07/10/2009,2,,remained the same,55
109186,8003078,Cameley CofE VC Primary School,BS39 5BD,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,444155,S8 Deemed S5,2013/14,21/05/2014,22/05/2014,19/06/2014,19/06/2014,2,,9,9,2,2,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337235,2009/10,08/07/2010,1,,Declined,46
138985,8004001,Broadlands Academy,BS31 2DY,South West,South West,Bath and North East Somerset,North East Somerset,Academy Sponsor Led,Secondary,Secondary,Academy Sponsor-led,,Open,01/12/2012 12:00:00 AM,New Provision,,Unknown,440121,Academy First Section 5,2013/14,17/06/2014,18/06/2014,17/07/2014,17/07/2014,3,,9,9,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,No previous inspection,
109195,8003092,Freshford Church of England Primary School,BA2 7WE,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,439543,S5 Inspection,2013/14,02/07/2014,03/07/2014,22/07/2014,06/09/2014,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324922,2008/09,04/06/2009,2,,remained the same,61
137493,8007035,Fosse Way School,BA3 3AL,South West,South West,Bath and North East Somerset,North East Somerset,Academy Special Converter,Not applicable,Special,Academy Converter,109405,Open,01/09/2011 12:00:00 AM,Academy Converter,,Unknown,439961,S5 Inspection,2013/14,08/07/2014,09/07/2014,09/09/2014,09/09/2014,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,324954,2008/09,05/03/2009,1,,remained the same,64
138394,8004000,Bath Community Academy,BA2 2QL,South West,South West,Bath and North East Somerset,Bath,Academy Sponsor Led,Secondary,Secondary,Academy Sponsor-led,,Open,01/09/2012 12:00:00 AM,New Provision,,Unknown,440044,Academy First Section 5,2014/15,08/10/2014,09/10/2014,12/11/2014,14/11/2014,3,,9,9,3,3,9,3,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,No previous inspection,
109079,8002258,Chandag Infants' School,BS31 1PQ,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,448655,S5 Inspection,2014/15,09/10/2014,10/10/2014,20/11/2014,20/11/2014,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337210,2009/10,08/07/2010,2,,remained the same,51
109001,8002154,Moorlands Infant School,BA2 2DQ,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,448947,S5 Requires Improvement 1st Re-Inspection,2014/15,14/10/2014,15/10/2014,12/11/2014,12/11/2014,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,401027,2012/13,24/10/2012,3,,Improved,24
138617,8003440,Chew Stoke Church School,BS40 8UY,South West,South West,Bath and North East Somerset,North East Somerset,Academy Converter,Primary,Primary,Academy Converter,109270,Open,01/09/2012 12:00:00 AM,Academy Converter,,Unknown,444040,S5 Inspection,2014/15,16/10/2014,17/10/2014,02/12/2014,02/12/2014,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337256,2009/10,12/03/2010,2,,remained the same,55
109259,8003423,Widcombe CofE Junior School,BA2 4JG,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,449362,S8 Deemed S5,2014/15,21/10/2014,22/10/2014,27/11/2014,27/11/2014,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,356511,2010/11,22/09/2010,1,,remained the same,49
131019,8003449,Newbridge Primary School,BA1 3LL,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,01/09/2006 12:00:00 AM,Result of Amalgamation,,Not applicable,449306,S5 Inspection,2014/15,25/11/2014,26/11/2014,06/01/2015,06/01/2015,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,360190,2010/11,31/03/2011,2,,remained the same,44
109155,8003035,St Michael's CofE Junior School,BA2 1RW,South West,South West,Bath and North East Somerset,Bath,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,453773,S5 Requires Improvement 1st Re-Inspection,2014/15,08/01/2015,09/01/2015,30/01/2015,30/01/2015,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,405221,2012/13,11/01/2013,3,,Improved,24
109073,8002251,Whitchurch Primary School,BS14 0PT,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,449556,S5 Inspection,2014/15,08/01/2015,09/01/2015,11/03/2015,11/03/2015,3,,9,3,3,3,9,2,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,337209,2009/10,30/06/2010,2,,Declined,54
109089,8002270,Paulton Junior School,BS39 7QY,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,453232,S8 Deemed S5,2014/15,29/01/2015,30/01/2015,02/03/2015,02/03/2015,1,,9,9,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,309875,2007/08,18/09/2007,1,,remained the same,88
109261,8003425,St Mary's Catholic Primary School,BA1 4EH,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,453373,S8 Deemed S5,2014/15,03/02/2015,04/02/2015,02/03/2015,02/03/2015,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,363744,2010/11,13/05/2011,1,,Declined,45
109000,8002153,Moorlands Junior School,BA2 2DE,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,453772,S5 Requires Improvement 1st Re-Inspection,2014/15,05/03/2015,06/03/2015,15/04/2015,15/04/2015,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,400070,2012/13,17/01/2013,3,,Improved,26
109258,8003422,St Stephen's CofE Primary School,BA1 5PZ,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,453265,S8 Deemed S5,2014/15,11/03/2015,12/03/2015,17/04/2015,17/04/2015,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,288329,2006/07,01/05/2007,1,,Declined,94
109068,8002246,Pensford Primary School,BS39 4AA,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,462518,S5 Requires Improvement 1st Re-Inspection,2014/15,16/04/2015,17/04/2015,12/05/2015,12/05/2015,3,,9,3,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,412214,2012/13,14/06/2013,3,,remained the same,22
109072,8002250,Westfield Primary School,BA3 3XX,South West,South West,Bath and North East Somerset,North East Somerset,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,462513,S5 Requires Improvement 1st Re-Inspection,2014/15,22/04/2015,23/04/2015,08/06/2015,08/06/2015,2,,9,2,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,411762,2012/13,26/04/2013,3,,Improved,24
109007,8002160,Twerton Infant School,BA2 1QR,South West,South West,Bath and North East Somerset,Bath,Community School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,462516,S5 Requires Improvement 1st Re-Inspection,2014/15,29/04/2015,30/04/2015,22/05/2015,22/05/2015,2,,9,1,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,422250,2012/13,02/05/2013,3,,Improved,24
109185,8003077,Bathford CofE VC Primary School,BA1 7UB,South West,South West,Bath and North East Somerset,North East Somerset,Voluntary Controlled School,Primary,Primary,Local authority maintained,,Open,,Not applicable,,Not applicable,462514,S5 Requires Improvement 1st Re-Inspection,2014/15,06/05/2015,07/05/2015,04/06/2015,04/06/2015,1,,9,1,1,1,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,413263,2012/13,10/05/2013,3,,Improved,24
109306,8004130,Chew Valley School,BS40 8QB,South West,South West,Bath and North East Somerset,North East Somerset,Foundation School,Secondary,Secondary,Local authority maintained,,Open,,Not applicable,,Not applicable,461597,S8 Deemed S5,2014/15,07/05/2015,08/05/2015,05/06/2015,05/06/2015,2,,1,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,385469,2011/12,30/09/2011,1,,Declined,43
109328,8004607,St Mark's CofE School,BA1 6ND,South West,South West,Bath and North East Somerset,Bath,Voluntary Aided School,Secondary,Secondary,Local authority maintained,,Open,,Not applicable,,Not applicable,449988,S5 Inspection,2014/15,13/05/2015,14/05/2015,12/06/2015,12/06/2015,2,,9,9,2,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,412754,2012/13,12/06/2013,2,,remained the same,23
