FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,HygieneScore,StructuralScore,ConfidenceInManagementScore,Location,Latitude,Longitude,NewRatingPending,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
655885,10/00118/FOOD,American Kitchen,Other catering premises,7841,,,,,BA3 ,5,fhrs_5_en-gb,2015/08/13,5,5,5,,,,false,,,,,
1083612,18/00313/MIXED,Coffee#1,Restaurant/Cafe/Canteen,1,Unit 1,Royal View,Victoria Bridge Road,Westmoreland,BA2 3GG,5,fhrs_5_en-gb,2019/04/08,5,5,0,,,,false,,,,,
775531,15/00090/MIXED,Eat Thai/The Great Stone Baker,Mobile caterer,7846,,,,,BS14,5,fhrs_5_en-gb,2015/07/09,0,5,0,,,,false,,,,,
769655,15/00092/MIXED,Frothy Coffee Bar,Mobile caterer,7846,,,,,BS31,5,fhrs_5_en-gb,2015/06/08,0,5,0,,,,false,,,,,
1046935,18/00113/FOOD,Go Super You Limited,Manufacturers/packers,7839,,,,,BA1 ,5,fhrs_5_en-gb,2018/07/02,5,5,0,,,,false,,,,,
833871,14/00345/FOOD,Happystar Cakes,Other catering premises,7841,,,,,BA2 ,5,fhrs_5_en-gb,2015/12/11,5,5,5,,,,false,,,,,
205025,07/00336/MIXED,J R Refreshments,Mobile caterer,7846,,,,,BA1 ,5,fhrs_5_en-gb,2016/01/21,5,5,5,,,,false,,,,,
877849,15/00115/FOOD,Kismit Coriander,Other catering premises,7841,,,,,BA2 ,5,fhrs_5_en-gb,2016/06/06,5,5,5,,,,false,,,,,
1062087,18/00199/FOOD,LBH Superfoods,Manufacturers/packers,7839,,,,,BA2 ,5,fhrs_5_en-gb,2018/09/07,5,5,5,,,,false,,,,,
204981,07420/2700/2/000,Morrisons,Retailers - supermarkets/hypermarkets,7840,Morrisons Supermarket,London Road,Walcot,Bath,BA1 6AE,5,fhrs_5_en-gb,2016/01/14,,,,"(51.391627, -2.352295)",51.391627,-2.352295,false,36,492,6,1,96
205625,15620/1000/2/000,New Inn,Pub/bar/nightclub,7843,Bath Road,Farmborough,Bath,,BA2 0EG,5,fhrs_5_en-gb,2018/03/21,5,5,5,"(51.349768, -2.483732)",51.349768,-2.483732,false,8,127,16,1,40
570168,13/00056/MIXED,Pottick Pigs,Retailers - other,4613,,,,,BA1 ,5,fhrs_5_en-gb,2013/07/11,5,5,5,,,,false,,,,,
960201,17/00145/MIXED,Somer Dining And B Block,Caring Premises,5,Charterhouse Care Home,The Chocolate Quarter,Trajectus Way,Keynsham,BS31 2GL,5,fhrs_5_en-gb,2019/07/25,,,,,,,false,,,,,
828810,15/00188/FOOD,Tolputt's Cakes,Other catering premises,7841,,,,,BA2 ,5,fhrs_5_en-gb,2015/11/10,5,5,5,,,,false,,,,,
928747,16/00300/FOOD,Wild Fork West,Other catering premises,7841,,,,,BA1 ,5,fhrs_5_en-gb,2017/01/18,5,5,5,,,,false,,,,,
550916,13/00088/MIXED,Pit Stop,Mobile caterer,7846,Pitch 47,Street Trading,,,,4,fhrs_4_en-gb,2017/01/18,5,10,5,,,,false,,,,,
1066640,18/00229/FOOD,The H'eggs Company,Other catering premises,7841,,,,,BA1 ,4,fhrs_4_en-gb,2019/04/10,5,10,5,,,,false,,,,,
462994,12/00333/MIXED,Riverside Take Out,Restaurant/Cafe/Canteen,1,The Kiosk Cafe,Riverside Coach Park,City Centre,Bath,BA1 1UE,1,fhrs_1_en-gb,2019/06/25,15,10,20,,,,false,,,,,
205139,09/00164/FOOD,Blamey's Cakes,Other catering premises,7841,,,,,BA2 ,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
1010967,17/00313/MIXED,Hartley Farm - Mrs MR Meredith,Retailers - other,4613,,,,,BA1 ,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
928748,16/00301/MIXED,Red Apple South West,Mobile caterer,7846,,,,,BS39,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
205644,00820/3000/2/000,Peasedown St John Cricket Club,Other catering premises,7841,Peasedown Cricket Ground,Whitebrook Lane,Peasedown St. John,Bath,BA2 8LD,5,fhrs_5_en-gb,2012/01/23,5,5,5,"(51.314674, -2.438009)",51.314674,-2.438009,false,15,392,22,1,71
1008189,17/00297/MIXED,The Colombian Company Ltd,Restaurant/Cafe/Canteen,1,6 Abbeygate Street,City Centre,Bath,Bath And North East Somerset,BA1 1NP,5,fhrs_5_en-gb,2017/12/12,5,5,5,"(51.380321502685, -2.359148979187)",51.380321502685,-2.359148979187,false,35,12,7,1,20
204163,07430/0229/0/000,White Lion,Pub/bar/nightclub,7843,229 London Road East,Batheaston,Bath,,BA1 7NB,0,fhrs_exempt_en-gb,,,,,"(51.405627, -2.31777)",51.405627,-2.31777,false,1,35,10,1,23
204381,03130/1800/3/001,Batheaston Community Tea Shop,Restaurant/Cafe/Canteen,1,Football Ground,Coalpit Road,Batheaston,Bath,,5,fhrs_5_en-gb,2014/04/24,5,5,5,"(51.407101090539, -2.3171834365314)",51.407101090539,-2.3171834365314,false,1,35,10,1,23
205312,15497/1000/2/000,Paulton Rovers Social Club,Other catering premises,7841,Winterfield Road,Paulton,Bristol,Bath And North East Somerset,BS39 7RF,3,fhrs_3_en-gb,2018/06/05,5,10,10,"(51.302898, -2.497842)",51.302898,-2.497842,false,13,369,23,1,67
1026889,18/00004/MIXED,The Common Room,Pub/bar/nightclub,7843,Dorian Gray Ltd,2 Saville Row,Lansdown,Bath,BA1 2QP,0,fhrs_exempt_en-gb,,,,,"(51.386337280273, -2.3620409965515)",51.386337280273,-2.3620409965515,false,35,25,7,1,22
1029589,18/00025/MIXED,Whitehaven Residential Home,Caring Premises,5,Fosseway,Westfield,,,BA3 4AU,5,fhrs_5_en-gb,2019/01/21,5,5,5,"(51.27851486206, -2.4730050563812)",51.27851486206,-2.4730050563812,false,26,520,26,1,100
1028010,18/00019/FOOD,Ms Joanne Johnson,Other catering premises,7841,Orchard Barn,Branch Road,Hinton Charterhouse,Bath,BA2 7SZ,0,fhrs_exempt_en-gb,,,,,"(51.32447052002, -2.3269810676575)",51.32447052002,-2.3269810676575,false,10,54,10,1,113
1054852,18/00170/FOOD,Giddy Flamingo,Other catering premises,7841,56 Winchester Road,Oldfield Park,Bath,Bath And North East Somerset,BA2 3LF,0,fhrs_exempt_en-gb,,,,,"(51.376556396484, -2.3757998943329)",51.376556396484,-2.3757998943329,false,31,348,14,1,63
1109395,19/00068/MIXED,St Nicolas CofE Primary School,School/college/university,7845,St Nicholas Primary School,Kilmersdon Road,Radstock,Bath And North East Somerset,BA3 3QH,5,fhrs_5_en-gb,2019/06/25,5,5,5,"(51.289042, -2.446527)",51.289042,-2.446527,false,12,413,24,1,79
205350,00960/0003/0/000,Shakeaway,Restaurant/Cafe/Canteen,1,Ground Floor,3 Beau Street,City Centre,Bath,BA1 1QY,3,fhrs_3_en-gb,2018/01/09,5,10,10,"(51.380281, -2.360311)",51.380281,-2.360311,false,35,12,7,1,20
205252,11/00004/MIXED,Waterstones,Retailers - other,4613,Waterstones Booksellers Ltd,4 - 5 Milsom Street,City Centre,Bath,BA1 1DA,0,fhrs_exempt_en-gb,,,,,"(51.383515, -2.361516)",51.383515,-2.361516,false,35,11,7,1,20
948536,17/00041/MIXED,Ashes Hill Farm,Hotel/bed & breakfast/guest house,7842,Ashes Hill Farm Unregistred Dwellin,Kilkenny Lane,Englishcombe,Bath,,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
204563,09/00205/MIXED,Parade Park And Lambrettas Bar,Pub/bar/nightclub,7843,Lambrettas Bar & Bistro,8 North Parade,City Centre,Bath,BA2 4AL,5,fhrs_5_en-gb,2014/03/26,0,0,5,"(51.380687713623, -2.3565940856934)",51.380687713623,-2.3565940856934,false,35,13,7,1,21
204032,10/00133/MIXED,Wellow Valley Farm,Takeaway/sandwich shop,7844,Greenacres,Littleton Lane,Wellow,Bath,BA2 8NR,5,fhrs_5_en-gb,2014/10/30,0,0,5,"(51.310397, -2.383235)",51.310397,-2.383235,false,10,60,10,1,114
204983,10/00069/MIXED,Cookie Kat,Other catering premises,7841,,,,,BA1 ,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
205034,01830/1600/0/000,Hayesfield Girls Lower School,School/college/university,7845,Hayesfield Girls' School,Brougham Hayes,Westmoreland,Bath,BA2 3QX,5,fhrs_5_en-gb,2019/01/09,5,5,5,"(51.379091, -2.375892)",51.379091,-2.375892,false,33,559,12,1,112
1008193,17/00301/MIXED,Adel's Takeaway Ltd,Takeaway/sandwich shop,7844,Adel's,34 Shaftesbury Road,Oldfield Park,Bath,BA2 3LJ,2,fhrs_2_en-gb,2019/06/25,15,10,10,"(51.376502990723, -2.3776669502258)",51.376502990723,-2.3776669502258,false,31,347,14,1,63
205301,14720/0018/0/000,Cafe Retro,Restaurant/Cafe/Canteen,1,Cafe Retro,18 York Street,City Centre,Bath,BA1 1NG,5,fhrs_5_en-gb,2017/02/28,5,5,5,"(51.381097, -2.358364)",51.381097,-2.358364,false,35,12,7,1,20
1037511,18/00067/MIXED,St Mike's Cafe,Restaurant/Cafe/Canteen,1,St Michael With St Paul Church,Broad Street,City Centre,Bath,BA1 5LP,4,fhrs_4_en-gb,2018/03/05,5,10,5,"(51.38414, -2.359897)",51.38414,-2.359897,false,35,7,7,1,20
205670,11/00271/MIXED,Poundland Ltd,Retailers - other,4613,Poundland,62C High Street,Keynsham,,BS31 1EA,4,fhrs_4_en-gb,2018/07/31,5,10,5,"(51.414565, -2.498307)",51.414565,-2.498307,false,24,158,1,1,49
205535,14890/1100/2/000,Shockerwick House Nursing Home,Caring Premises,5,Shockerwick House,Shockerwick Farm Lane,Bathford,Bath,BA1 7LL,5,fhrs_5_en-gb,2019/05/13,5,5,5,"(51.416193, -2.285862)",51.416193,-2.285862,false,1,41,10,1,26
926449,16/00294/MIXED,Blue Quails Deli,Restaurant/Cafe/Canteen,1,7 Bridge Street,City Centre,Bath,Bath And North East Somerset,BA2 4AS,5,fhrs_5_en-gb,2018/04/13,,,,"(51.382958, -2.358594)",51.382958,-2.358594,false,35,11,7,1,20
565699,12/00250/MIXED,Chestnuts House,Hotel/bed & breakfast/guest house,7842,16 Henrietta Road,Bathwick,Bath,,BA2 6LY,0,fhrs_exempt_en-gb,,,,,"(51.387188, -2.354273)",51.387188,-2.354273,false,35,19,7,1,21
565702,12/00282/MIXED,Sir Walter Elliot's House,Hotel/bed & breakfast/guest house,7842,95 Sydney Place,Bathwick,Bath,Bath And North East Somerset,BA2 6NE,0,fhrs_exempt_en-gb,,,,,"(51.384987, -2.350635)",51.384987,-2.350635,false,22,74,12,1,30
204555,08/00181/MIXED,Little Stars Nursery,Caring Premises,5,Church,Bristol Road,Farrington Gurney,Bristol,BS39 6TG,5,fhrs_5_en-gb,2019/02/05,5,5,5,"(51.299546, -2.534181)",51.299546,-2.534181,false,3,131,23,1,43
1059255,18/00189/MIXED,Lottie's Ice Creams,Other catering premises,7841,,,,,BA1 ,0,fhrs_exempt_en-gb,,,,,,,,false,,,,,
205004,10400/0008/A/000,Eastern Eye,Restaurant/Cafe/Canteen,1,The Eastern Eye,8A Quiet Street,City Centre,Bath,BA1 2JS,4,fhrs_4_en-gb,2019/01/15,5,5,10,"(51.38337, -2.361903)",51.38337,-2.361903,false,35,11,7,1,20
205203,14120/0008/0/000,Greggs,Retailers - other,4613,8 Westgate Street,City Centre,Bath,,BA1 1EQ,5,fhrs_5_en-gb,2017/11/08,,,,"(51.38134765625, -2.3614270687103)",51.38134765625,-2.3614270687103,false,35,10,7,1,20
204878,08380/0023/0/000,The Victoria Hotel,Pub/bar/nightclub,7843,23 Millmead Road,Twerton,Bath,,BA2 3JW,4,fhrs_4_en-gb,2015/11/10,5,10,5,"(51.378337, -2.383659)",51.378337,-2.383659,false,32,531,13,1,101
951366,17/00082/MIXED,Talbot Inn (Hungry Horse),Pub/bar/nightclub,7843,Talbot Inn,Bath Road,Keynsham,Bristol,BS31 1NP,5,fhrs_5_en-gb,2018/07/19,5,5,0,"(51.412465, -2.492949)",51.412465,-2.492949,false,16,156,3,1,45
951034,17/00081/MIXED,The Fromeway,Pub/bar/nightclub,7843,Fromeway Inn,62 Frome Road,Radstock,Bath And North East Somerset,BA3 3LG,5,fhrs_5_en-gb,2018/02/22,5,5,5,"(51.29037, -2.437591)",51.29037,-2.437591,false,12,417,24,1,79
952194,17/00090/MIXED,Gracewell Of Bath,Caring Premises,5,Gracewells Of Bath,Clarks Way,Odd Down,Bath,BA2 7TR,5,fhrs_5_en-gb,2019/02/27,0,0,5,,,,false,,,,,
205120,10/00091/MIXED,Parade Bar,School/college/university,7845,Block 2W,University Of Bath Campus,Claverton Down,Bath,BA2 7BT,5,fhrs_5_en-gb,2019/05/09,5,5,5,"(51.38045, -2.330685)",51.38045,-2.330685,false,22,580,12,1,29
1097363,19/00008/MIXED,Wheatsheaf,Pub/bar/nightclub,7843,The Wheatsheaf Inn,Wells Road,Corston,Bath,BA2 9HB,5,fhrs_5_en-gb,2019/07/11,5,5,0,"(51.379712, -2.468013)",51.379712,-2.468013,false,8,125,16,1,41
205499,08260/3900/2/000,Cross Keys Inn Public House,Pub/bar/nightclub,7843,Cross Keys Inn,Midford Road,Odd Down,Bath,BA2 5RZ,5,fhrs_5_en-gb,2018/04/16,5,5,5,"(51.355838, -2.364672)",51.355838,-2.364672,false,18,262,17,1,4
204161,09/00048/MIXED,The Community Bus,Mobile caterer,7846,Bath & North East Somerset Council,Access Road To Council Depot,Radstock,Bath And North East Somerset,BA3 2AA,5,fhrs_5_en-gb,2014/03/12,0,0,0,"(51.291349, -2.465981)",51.291349,-2.465981,false,11,284,25,1,8
1098981,19/00016/MIXED,Ole Tapas,Other catering premises,7841,1 John Street,City Centre,Bath,Bath And North East Somerset,BA1 2JL,3,fhrs_3_en-gb,2019/01/15,10,5,10,"(51.383441, -2.362076)",51.383441,-2.362076,false,35,11,7,1,20
204269,08/00125/MIXED,McColls,Retailers - other,4613,Martin McColls,1 Rosewell Court,Bath,,BA1 2AG,5,fhrs_5_en-gb,2017/09/06,,,,"(51.381284, -2.364731)",51.381284,-2.364731,false,34,194,9,1,55
204585,15697/0112/3/C01,Charcoal Grill,Takeaway/sandwich shop,7844,Charcoal Grill  Savoy Rooms,112 High Street,Midsomer Norton,Radstock,BA3 2DA,4,fhrs_4_en-gb,2018/03/13,5,10,5,"(51.285927, -2.481469)",51.285927,-2.481469,false,11,291,25,1,11
204127,15867/9010/2/000,The Regents,Caring Premises,5,Back Lane,Keynsham,Bristol,Bath And North East Somerset,BS31 1DG,5,fhrs_5_en-gb,2014/03/27,5,0,5,"(51.415458, -2.497656)",51.415458,-2.497656,false,24,158,1,1,49
909465,15/00034/MIXED,Le Bistrot Pierre,Restaurant/Cafe/Canteen,1,Le Bistro Pierre,4 Princes Buildings,City Centre,Bath,BA1 2ED,5,fhrs_5_en-gb,2019/02/05,5,5,5,"(51.385287, -2.361242)",51.385287,-2.361242,false,35,4,7,1,22
984830,17/00214/MIXED,Costa,Restaurant/Cafe/Canteen,1,Unit 4 Unoccupied,Mero Retail Park,Lower Bristol Road,Westmoreland,,5,fhrs_5_en-gb,2019/06/12,5,5,5,,,,false,,,,,
204263,11/00143/MIXED,The Orchard Extra Care Housing Scheme,Restaurant/Cafe/Canteen,1,The Orchard,Rock Hall Lane,Combe Down,Bath,BA2 5JF,5,fhrs_5_en-gb,2019/02/28,0,5,0,"(51.358239, -2.34987)",51.358239,-2.34987,false,19,104,18,1,38
948538,17/00044/MIXED,3 Cafe,Restaurant/Cafe/Canteen,1,Three Ways School,180 Frome Road,Odd Down,Bath,BA2 5RF,5,fhrs_5_en-gb,2019/03/20,0,0,5,"(51.356642, -2.371802)",51.356642,-2.371802,false,18,262,17,1,4
205703,10/00093/MIXED,Rustico Italian Bistro,Restaurant/Cafe/Canteen,1,2 Margaret's Buildings,City Centre,Bath,,BA1 2LP,4,fhrs_4_en-gb,2018/02/14,5,10,5,"(51.386667, -2.365766)",51.386667,-2.365766,false,35,23,7,1,22
204241,18483/1100/2/000,Somer Community Housing Trust,Other catering premises,7841,Meeting Room,23 Hinton Close,Saltford,Bristol,BS31 3AY,5,fhrs_5_en-gb,2014/03/20,0,0,5,"(51.403722, -2.458469)",51.403722,-2.458469,false,17,429,16,1,80
914657,16/00148/MIXED,Pizza GoGo,Takeaway/sandwich shop,7844,4 Cleveland Place East,Walcot,Bath,,BA1 5DJ,5,fhrs_5_en-gb,2017/01/17,,,,"(51.390031, -2.356393)",51.390031,-2.356393,false,36,485,6,1,96
428852,12/00192/MIXED,Hare And Hounds Public House,Pub/bar/nightclub,7843,Hare & Hounds,Lansdown Road,Lansdown,Bath,BA1 5TJ,3,fhrs_3_en-gb,2018/03/15,10,10,10,"(51.40339, -2.372081)",51.40339,-2.372081,false,21,233,7,1,1
570169,13/00113/MIXED,Best Of British,Retailers - other,4613,12 Broad Street,City Centre,Bath,,BA1 5LJ,5,fhrs_5_en-gb,2018/03/23,5,5,5,"(51.38412, -2.360572)",51.38412,-2.360572,false,35,11,7,1,20
205373,07/00009/FOOD,Lakeland Limited,Retailers - other,4613,Lakeland,21 New Bond Street,City Centre,Bath,BA1 1BA,0,fhrs_exempt_en-gb,,,,,"(51.383195, -2.360349)",51.383195,-2.360349,false,35,11,7,1,20
204223,15706/0000/3/C01,Little Fidgets Playgroup,Caring Premises,5,Farrington Gurney Village Hall,Church Lane,Farrington Gurney,Bristol,BS39 6UA,0,fhrs_exempt_en-gb,,,,,"(51.29859, -2.5309)",51.29859,-2.5309,false,3,131,23,1,43
920571,16/00241/MIXED,Fire And Brew,Restaurant/Cafe/Canteen,1,49 Moorland Road,Oldfield Park,Bath,,BA2 3PJ,4,fhrs_4_en-gb,2019/06/20,5,10,5,"(51.376797, -2.378718)",51.376797,-2.378718,false,31,347,14,1,63
204540,08870/0037/0/000,The Old Red House,Hotel/bed & breakfast/guest house,7842,Red House Hotel,37 Newbridge Road,Newbridge,Bath,BA1 3HE,0,fhrs_exempt_en-gb,,,,,"(51.384304, -2.387546)",51.384304,-2.387546,false,34,208,9,1,54
205245,08530/0024/0/000,Livingstone Public House,Pub/bar/nightclub,7843,The Livingston Hotel,24 - 25 Moorland Road,Oldfield Park,Bath,BA2 3PW,5,fhrs_5_en-gb,2014/04/01,0,0,5,"(51.377714, -2.379142)",51.377714,-2.379142,false,31,346,14,1,63
642878,14/00073/MIXED,Guinea Lane Nursery,Caring Premises,5,St Marys Church Hall,Guinea Lane,City Centre,Bath,BA1 5NB,5,fhrs_5_en-gb,2019/05/23,5,5,5,"(51.387537, -2.360498)",51.387537,-2.360498,false,35,17,7,1,22
1062084,18/00196/MIXED,Sweet Little Things,Restaurant/Cafe/Canteen,1,6 Lower Borough Walls,City Centre,Bath,,BA1 1QR,4,fhrs_4_en-gb,2018/07/24,5,10,5,"(51.3796941, -2.3604231)",51.3796941,-2.3604231,false,35,12,7,1,20
1130974,19/00106/MIXED,Jesse Davies Chef,Other catering premises,7841,Gather Cafe,280 High Street,Batheaston,Bath,BA1 7RA,5,fhrs_5_en-gb,2019/06/04,5,5,5,"(51.4055088, -2.3204434)",51.4055088,-2.3204434,false,1,35,10,1,23
204741,07/00141/MIXED,The Secret Garden Cafe,Restaurant/Cafe/Canteen,1,Prior Park Garden Centre,Prior Park Road,Widcombe,Bath,BA2 4NF,5,fhrs_5_en-gb,2018/02/20,5,5,5,"(51.374134, -2.350739)",51.374134,-2.350739,false,33,574,12,1,110
898321,16/00104/MIXED,Charlies Catering,Mobile caterer,7846,,,,,BS31,5,fhrs_5_en-gb,2016/07/12,5,5,5,,,,false,,,,,
850183,13/00139/MIXED,The Bell Inn (Bath) Ltd,Pub/bar/nightclub,7843,The Bell,103 Walcot Street,Bath,,BA1 5BW,4,fhrs_4_en-gb,2018/01/30,5,5,10,"(51.38754, -2.35942)",51.38754,-2.35942,false,35,1,7,1,20
482009,12/00352/MIXED,McDonalds,Restaurant/Cafe/Canteen,1,Mcdonalds Restaurants Ltd,40 Southgate Street,Bath,,BA1 1TG,5,fhrs_5_en-gb,2018/03/01,0,5,0,"(51.379429, -2.359917)",51.379429,-2.359917,false,35,12,7,1,20
205515,15972/1400/3/C01,Orangery Restaurant,Restaurant/Cafe/Canteen,1,Whitehall Garden Centre,Norton Lane,Whitchurch,Bristol,BS14 0BT,4,fhrs_4_en-gb,2018/06/21,5,5,10,"(51.395996, -2.556318)",51.395996,-2.556318,false,6,85,21,1,31
204311,10/00300/MIXED,New Manor Farm Shop Tearooms,Restaurant/Cafe/Canteen,1,New Manor Farm,Bath Road,West Harptree,Bristol,BS40 6HW,5,fhrs_5_en-gb,2018/07/03,0,5,0,"(51.322482, -2.611769)",51.322482,-2.611769,false,2,274,21,1,6
875561,16/00128/MIXED,Sixth Form Coffee Shop,School/college/university,7845,St Gregory's Catholic College,Combe Hay Lane,Odd Down,Bath,BA2 8PA,5,fhrs_5_en-gb,2018/10/19,0,0,0,"(51.353525, -2.382202)",51.353525,-2.382202,false,30,327,19,1,61
696914,14/00219/MIXED,Turtle Bay,Restaurant/Cafe/Canteen,1,Turtle Bay Bath,11 Bridge Street,City Centre,Bath,BA2 4AS,5,fhrs_5_en-gb,2017/11/29,5,5,5,"(51.382958, -2.358594)",51.382958,-2.358594,false,35,11,7,1,20
204613,04920/0088/0/000,Odd Down Pharmacy,Retailers - other,4613,88 Frome Road,Odd Down,Bath,Bath And North East Somerset,BA2 2PP,0,fhrs_exempt_en-gb,,,,,"(51.359428, -2.378072)",51.359428,-2.378072,false,30,331,19,1,60
996077,17/00232/MIXED,Action On Hearing Loss,Other catering premises,7841,Royal National Institute For Deaf P,Wells Road,Lyncombe,Bath,BA2 3AP,0,fhrs_exempt_en-gb,,,,,"(51.377361297607, -2.363205909729)",51.377361297607,-2.363205909729,false,33,561,12,1,109
204591,16110/1100/2/000,Brass Mill Public House,Pub/bar/nightclub,7843,The Brass Mill,Avon Mill Lane,Keynsham,Bristol,BS31 2UG,5,fhrs_5_en-gb,2017/03/29,0,5,0,"(51.41664, -2.492448)",51.41664,-2.492448,false,16,152,3,1,45
633684,13/00011/MIXED,Pure Taste,Restaurant/Cafe/Canteen,1,11 High Street,Midsomer Norton,,,BA3 2LE,5,fhrs_5_en-gb,2018/03/15,5,5,5,"(51.28608, -2.483637)",51.28608,-2.483637,false,11,291,25,1,11
204973,09900/1300/2/000,Sainsbury's,Retailers - supermarkets/hypermarkets,7840,Sainsburys Petrol Station,Pines Way,Westmoreland,Bath,BA2 3ET,5,fhrs_5_en-gb,2014/03/18,5,5,5,"(51.381648, -2.372134)",51.381648,-2.372134,false,33,559,12,1,112
633688,13/00187/MIXED,Druid Arms,Pub/bar/nightclub,7843,Bromley Road,Stanton Drew,Bristol,Bath And North East Somerset,BS39 4EJ,3,fhrs_3_en-gb,2018/07/27,10,5,10,"(51.365724, -2.57994)",51.365724,-2.57994,false,5,101,20,1,34
909469,16/00075/MIXED,Coffee To Go Cafe At Marks & Spencer,Restaurant/Cafe/Canteen,1,Marks And Spencer Unit B,Weston Lock Retail Park,Lower Bristol Road,Westmoreland,BA2 1EP,5,fhrs_5_en-gb,2016/08/10,5,0,5,"(51.380767, -2.391093)",51.380767,-2.391093,false,28,482,11,1,92
948543,17/00053/MIXED,Bearflat Tandoori,Restaurant/Cafe/Canteen,1,136 Wells Road,Lyncombe,Bath,,BA2 3AH,4,fhrs_4_en-gb,2018/09/12,,,,"(51.374054, -2.367618)",51.374054,-2.367618,false,18,264,17,1,3
205667,07/00218/FOOD,Homebase Ltd,Retailers - other,4613,Pines Way,Westmoreland,Bath,Bath And North East Somerset,BA2 3ET,0,fhrs_exempt_en-gb,,,,,"(51.381648, -2.372134)",51.381648,-2.372134,false,33,559,12,1,112
205600,09/00086/MIXED,Breakfast Club And After School Club,School/college/university,7845,Castle Primary School,Newlands Road,Keynsham,Bristol,BS31 2TS,0,fhrs_exempt_en-gb,,,,,"(51.405509, -2.506835)",51.405509,-2.506835,false,37,191,2,1,51
1049515,18/00127/MIXED,River Adventures,Mobile caterer,7846,Street Record,Broad Quay,City Centre,Bath,,0,fhrs_exempt_en-gb,,,,,"(55.853005000005, -4.2619550000766)",55.853005000005,-4.2619550000766,false,,,,,
1097364,19/00009/MIXED,Tivoli Cinema,Restaurant/Cafe/Canteen,1,6 - 8 Dorchester Street,Bath,,,BA1 1SS,5,fhrs_5_en-gb,2019/04/26,5,0,0,"(51.378238, -2.358356)",51.378238,-2.358356,false,35,13,7,1,21
205313,15513/0047/0/000,Yung Kee,Takeaway/sandwich shop,7844,Yung Kee Take Away,47 Bath Hill,Keynsham,Bristol,BS31 1HW,1,fhrs_1_en-gb,2019/03/05,15,15,20,"(51.411996, -2.493304)",51.411996,-2.493304,false,16,156,3,1,45
520691,12/00279/MIXED,Beech Cottage Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,32 Combe Road,Combe Down,Bath,Bath And North East Somerset,BA2 5HY,0,fhrs_exempt_en-gb,,,,,"(51.359101, -2.350265)",51.359101,-2.350265,false,19,118,18,1,38
204352,15498/0059/0/000,Freeways,Caring Premises,5,Hillsborough House,59 - 61 Charlton Road,Keynsham,,BS31 2JQ,5,fhrs_5_en-gb,2014/03/24,0,0,5,"(51.41262, -2.507273)",51.41262,-2.507273,false,24,166,1,1,50
205220,01260/0020/0/000,Mencap Home,Caring Premises,5,20 Bennett Street,City Centre,Bath,Bath And North East Somerset,BA1 2QL,0,fhrs_exempt_en-gb,,,,,"(51.386841, -2.361944)",51.386841,-2.361944,false,35,22,7,1,22
1049514,18/00125/MIXED,Saltford Primary School (Zest Catering),School/college/university,7845,Saltford Primary School,Claverton Road,Saltford,Bristol,BS31 3DW,5,fhrs_5_en-gb,2019/06/19,5,5,5,"(51.400894, -2.461747)",51.400894,-2.461747,false,17,422,16,1,80
462978,12/00269/FOOD,Ms Lyn Garwood,Other catering premises,7841,,,,,BA1 ,5,fhrs_5_en-gb,2016/01/05,5,5,5,,,,false,,,,,
205299,15811/9259/3/CO1,Bristol Outdoor Pursuits - Hamburger Hill,Restaurant/Cafe/Canteen,1,Bristol Outdoor Pursuits  Common Wo,Hunstrete,Marksbury,Bath,BS39 4NT,4,fhrs_4_en-gb,2018/02/26,5,10,5,"(51.360093, -2.506721)",51.360093,-2.506721,false,8,130,16,1,40
204008,15770/9156/2/000,Keynsham Baptist Church Hall,Other catering premises,7841,Keynsham Baptist Church,High Street,Keynsham,Bristol,BS31 1DS,0,fhrs_exempt_en-gb,,,,,"(51.415608, -2.498218)",51.415608,-2.498218,false,24,158,1,1,49
924512,16/00271/MIXED,Absurd Bird,Restaurant/Cafe/Canteen,1,20 St Lawrence Street,City Centre,Bath,,BA1 1AN,5,fhrs_5_en-gb,2018/07/17,5,5,5,"(51.378855, -2.359223)",51.378855,-2.359223,false,35,13,7,1,21
914614,16/00030/MIXED,Whidlecombe Farm B+B,Hotel/bed & breakfast/guest house,7842,Whidlecombe Farm,Priston Hill,Priston,Bath,BA2 9EB,0,fhrs_exempt_en-gb,,,,,"(51.34308, -2.437518)",51.34308,-2.437518,false,9,69,22,1,28
741432,15/00049/MIXED,The Bath Studio School,School/college/university,7845,The Link School,Frome Road,Odd Down,Bath,,5,fhrs_5_en-gb,2018/01/25,0,5,5,,,,false,,,,,
688891,14/00267/MIXED,The Ale House,Pub/bar/nightclub,7843,Ale House,1 York Street,City Centre,Bath,BA1 1NG,4,fhrs_4_en-gb,2018/09/06,5,10,5,"(51.381097, -2.358364)",51.381097,-2.358364,false,35,12,7,1,20
